epic_id,manual_label,manual_next_action,manual_confidence,manual_reason,reviewed_at,reviewer,decision_authority,manual_vetted,cnn_manual_conflict,conflict_reason,decision,stage_g_action,training_update
EPIC_211977407,reject_as_noise_or_artifact,reject,not_provided,"Manual review not convinced; noise-like despite some acceptable numbers. No secondary eclipse detected, but not enough to rescue it. Primary depth = 0.001346. SNR = 18.58. Odd/even imperfect: ratio = 0.828. OOT variability high: oot_variability_to_depth = 0.432. Long duration: 10.79 h at P = 4.62576 d. Period source = event_spacing_fallback. Candidate period count = 1574.",2026-05-28,user_provided_manual_review,manual_review,true,none,CNN remains morphology-only and does not override manual noise/artifact rejection.,reject,do_not_promote,noise_or_artifact_or_low_priority_negative
EPIC_211979334,reject_as_noise_or_artifact,reject,not_provided,"Manual review classifies as poor-quality noise / artifact. Primary depth = 0.000730. SNR = 73.04, but context is weak. Odd/even poor: ratio = 0.601. Transit duration long: 12.26 h at P = 3.92696 d. Alias risk = moderate. Strong half-period alias support: support_ratio = 0.857. Period source = event_spacing_fallback. Candidate period count = 698.",2026-05-28,user_provided_manual_review,manual_review,true,none,CNN remains morphology-only and does not override weak validation context or alias support.,reject,do_not_promote,noise_or_artifact
EPIC_211980250,reject_as_noise_or_artifact,reject,not_provided,Manual review rejects despite strong-looking metrics. Primary depth = 0.014447. SNR = 306.85. Odd/even good: ratio = 0.928. OOT/depth low: 0.023. No secondary eclipse detected. But visual/manual confidence is not candidate-like. Long duration: 12.26 h at P = 2.97623 d. Large radius ratio estimate: 0.120. Period source = event_spacing_fallback. Candidate period count = 476.,2026-05-28,user_provided_manual_review,manual_review,true,none,CNN remains morphology-only and does not override manual judgement that the object is not candidate-like.,reject,do_not_promote,noise_or_artifact_or_false_positive
EPIC_211980366,variable_or_possible_eb,reject_as_planet_candidate,not_provided,"Strong coherent signal, but morphology is not planet-like. Folded light curve shows broad sinusoidal / wave-like modulation. Transit-like depression is embedded in periodic variability. Raw and detrended curves show strong repetitive variability. Odd/even excellent: ratio = 0.988. Secondary is negative, not a clean positive EB secondary, but secondary region is structured. OOT variability high: oot_variability_to_depth = 0.468. Very short period: P = 0.86494 d. Event family count = 65. Candidate period count = 4537. Best interpretation: variable star / possible EB / contact-binary-like false positive.",2026-05-28,user_provided_manual_review,manual_review,true,none,CNN remains morphology-only; strong coherent morphology is not promotion authority for variable/possible-EB false positives.,reject_as_planet_candidate,do_not_promote_as_candidate,variable_or_possible_eb_false_positive
EPIC_211980688,uncertain_hold_positive,keep_hold,not_provided,"Manual review mildly positive; possible transit-like signal exists. Depth is shallow but detectable: 0.000397. SNR weak: 5.63. Duration plausible: 1.96 h at P = 13.14578 d. CNN score = 0.811, morphology-only. Odd/even poor: ratio = 0.634. Possible phase-0.5 feature: secondary_to_primary_depth_ratio = 0.246. OOT variability high: oot_variability_to_depth = 0.472. Alias risk = moderate. Strong half-period support: support_ratio = 0.889. Period source = event_spacing_fallback. Candidate period count = 1119. Keep as positive hold, but do not promote yet.",2026-05-28,user_provided_manual_review,manual_review,true,none,"CNN remains morphology-only and does not override hold status from weak SNR, odd/even mismatch, possible phase-0.5 feature, OOT variability, and alias support.",keep_hold,do_not_promote_yet,do_not_use_for_training_yet
EPIC_211990908,reject_as_noise_or_artifact,reject,not_provided,"Manual review rejects as unreliable / noise-like. Primary depth = 0.001270. SNR = 15.42. Odd/even poor: ratio = 0.673. OOT variability high: oot_variability_to_depth = 0.309. Long duration: 9.32 h at P = 2.6398 d. No secondary eclipse detected, but not enough to rescue. Period source = event_spacing_fallback. Candidate period count = 469.",2026-05-28,user_provided_manual_review,manual_review,true,none,"CNN score is morphology-only and does not override fallback-period support, weak odd/even, high OOT variability, or manual noise/artifact rejection.",reject,do_not_promote,noise_or_artifact_or_low_priority_negative
EPIC_211991001,reject_as_noise_or_artifact,reject,not_provided,"Formidable noise / false-positive-like signal. Large depth = 0.016837, but SNR only 7.02. Very short period: 0.52685 d. Duration = 6.37 h, about half the orbital period. Odd/even imperfect: ratio = 0.764. Alias risk = moderate. Half-period alias support is perfect: support_ratio = 1.0. Large radius ratio estimate = 0.130. Saved period exists, but Stage F already held due to ambiguous checks.",2026-06-01,user_provided_manual_review,manual_review,true,none,CNN remains morphology-only and does not override manual visual review or ambiguous validation context.,reject,do_not_promote,noise_or_artifact_or_false_positive
EPIC_211995966,reject_as_noise_or_artifact,reject,not_provided,"Weird / ambiguous noise: something but nothing. Stage F already rejected it because primary transit depth is not significant in cached folded light curve. Primary SNR is very weak: 2.73. Event support is thin: event_family_count = 3. Alias risk = moderate. Odd/even is good: ratio = 0.952, but weak primary detection dominates. CNN score = 0.879 is morphology-only and does not override Stage F rejection.",2026-06-01,user_provided_manual_review,manual_review,true,none,CNN remains morphology-only and does not override Stage F rejection or weak primary detection.,reject,do_not_promote,noise_or_artifact_or_bad_fold
EPIC_212007527,reject_as_noise_or_artifact,reject,not_provided,"Manual review says no; not convincing as candidate. Primary depth is very shallow: 0.000408. SNR is modest: 12.24. Period source = event_spacing_fallback. Candidate period count is enormous: 7655. Half-period and double-period support are both strong. OOT is not terrible, but period ambiguity is too severe.",2026-06-01,user_provided_manual_review,manual_review,true,none,CNN remains morphology-only and does not override manual rejection or severe period ambiguity.,reject,do_not_promote,noise_or_artifact_or_low_priority_negative
EPIC_212009427,variable_or_possible_eb,reject_as_planet_candidate,not_provided,"Signal is real-looking, but morphology suggests EB / variable-star-like false positive. Folded light curve and transit zoom show a broad deep event embedded in variability. Raw and detrended curves show strong repetitive variability. Secondary check is structured rather than clean/flat. Secondary depth is negative, not a clean positive secondary, but still suspicious in context. Odd/even agreement is excellent: ratio = 0.975. OOT/depth is high: 0.505. Alias risk = moderate. Strong half-period support: support_ratio = 0.867. Candidate period count = 3383.",2026-06-01,user_provided_manual_review,manual_review,true,none,CNN remains morphology-only; coherent morphology is not promotion authority for variable/possible-EB false positives.,reject_as_planet_candidate,do_not_promote_as_candidate,variable_or_possible_eb_false_positive
EPIC_212020442,reject_as_noise_or_artifact,reject,not_provided,"Manual review indicates no convincing period / period solution not trustworthy. Primary depth is shallow: 0.000683. SNR is weak: 7.60. Odd/even only moderate: ratio = 0.815. Alias risk = moderate. Strong alternate-period support: alias_best_period_days = 11.768625, support_ratio = 0.875. Master next action was run_period_search_before_label_update. Treat as period failure / noise, not candidate.",2026-06-01,user_provided_manual_review,manual_review,true,none,CNN remains morphology-only and does not override manual rejection or period-failure context.,reject,do_not_promote,noise_or_artifact_or_period_failure
EPIC_212025784,reject_as_noise_or_artifact,reject,not_provided,"Perfect noise / artifact. Primary depth = 0.002349. SNR = 76.34, but not trusted due to noisy context. Odd/even fairly good: ratio = 0.913. OOT variability is very high: oot_variability_to_depth = 0.718. Long duration: 12.01 h at P = 3.74308 d. Period source = event_spacing_fallback. Candidate period count = 1301. Half-period and double-period support both high.",2026-06-01,user_provided_manual_review,manual_review,true,none,"CNN remains morphology-only and does not override noisy context, high OOT variability, or alias support.",reject,do_not_promote,noise_or_artifact
