category,epic_id,manual_label,training_class,cnn_score,primary_depth_snr,odd_even_depth_ratio,odd_even_depth_delta_explicit,oot_variability_to_depth,alias_best_support_ratio,best_period_days,manual_reason
fallback_period_dominated_reject,EPIC_211942823,reject_as_noise_or_artifact,negative_reject_as_noise_or_artifact,0.6873986721038818,92.06307252617174,,,,,,"Manual visual review sees no convincing dip; folded view appears essentially flat / line-like. Primary depth is shallow: 0.000423. SNR = 13.01. Period = 0.20432 d / 4.90 h. Transit duration = 0.36777 d / 8.83 h, longer than the orbital period. Odd/even agreement is weak: ratio = 0.702. Alias risk = high. Period source = event_spacing_fallback. Candidate period count is high: 1049."
fallback_period_dominated_reject,EPIC_211990908,reject_as_noise_or_artifact,negative_reject_as_noise_or_artifact,0.7553717494010925,20.82412573538871,,,,,,"Manual review rejects as unreliable / noise-like. Primary depth = 0.001270. SNR = 15.42. Odd/even poor: ratio = 0.673. OOT variability high: oot_variability_to_depth = 0.309. Long duration: 9.32 h at P = 2.6398 d. No secondary eclipse detected, but not enough to rescue. Period source = event_spacing_fallback. Candidate period count = 469."
high_cnn_score_manual_reject,EPIC_211980366,variable_or_possible_eb,false_positive_eb_or_variable,0.9329875111579895,4.645146976687128,,,,,,"Strong coherent signal, but morphology is not planet-like. Folded light curve shows broad sinusoidal / wave-like modulation. Transit-like depression is embedded in periodic variability. Raw and detrended curves show strong repetitive variability. Odd/even excellent: ratio = 0.988. Secondary is negative, not a clean positive EB secondary, but secondary region is structured. OOT variability high: oot_variability_to_depth = 0.468. Very short period: P = 0.86494 d. Event family count = 65. Candidate period count = 4537. Best interpretation: variable star / possible EB / contact-binary-like false positive."
good_odd_even_manual_reject,EPIC_211980366,variable_or_possible_eb,false_positive_eb_or_variable,0.9329875111579895,4.645146976687128,,,,,,"Strong coherent signal, but morphology is not planet-like. Folded light curve shows broad sinusoidal / wave-like modulation. Transit-like depression is embedded in periodic variability. Raw and detrended curves show strong repetitive variability. Odd/even excellent: ratio = 0.988. Secondary is negative, not a clean positive EB secondary, but secondary region is structured. OOT variability high: oot_variability_to_depth = 0.468. Very short period: P = 0.86494 d. Event family count = 65. Candidate period count = 4537. Best interpretation: variable star / possible EB / contact-binary-like false positive."
fallback_period_dominated_reject,EPIC_211980366,variable_or_possible_eb,false_positive_eb_or_variable,0.9329875111579895,4.645146976687128,,,,,,"Strong coherent signal, but morphology is not planet-like. Folded light curve shows broad sinusoidal / wave-like modulation. Transit-like depression is embedded in periodic variability. Raw and detrended curves show strong repetitive variability. Odd/even excellent: ratio = 0.988. Secondary is negative, not a clean positive EB secondary, but secondary region is structured. OOT variability high: oot_variability_to_depth = 0.468. Very short period: P = 0.86494 d. Event family count = 65. Candidate period count = 4537. Best interpretation: variable star / possible EB / contact-binary-like false positive."
eb_variable_false_positive,EPIC_211980366,variable_or_possible_eb,false_positive_eb_or_variable,0.9329875111579895,4.645146976687128,,,,,,"Strong coherent signal, but morphology is not planet-like. Folded light curve shows broad sinusoidal / wave-like modulation. Transit-like depression is embedded in periodic variability. Raw and detrended curves show strong repetitive variability. Odd/even excellent: ratio = 0.988. Secondary is negative, not a clean positive EB secondary, but secondary region is structured. OOT variability high: oot_variability_to_depth = 0.468. Very short period: P = 0.86494 d. Event family count = 65. Candidate period count = 4537. Best interpretation: variable star / possible EB / contact-binary-like false positive."
high_snr_manual_reject,EPIC_211945592,reject_as_noise_or_artifact,negative_reject_as_noise_or_artifact,0.6816451549530029,178.5280967834526,,,,,,"Manual review suggests heavy noise and/or possible EB-like contamination. Primary depth = 0.002213. SNR = 119.76, but likely driven by structured noise / non-planet morphology. OOT variability is high: oot_variability_to_depth = 0.249. Odd/even is only moderately acceptable: ratio = 0.845. Period source = event_spacing_fallback. Candidate period count = 1248. CNN score = 0.682 is morphology-only and does not rescue it."
fallback_period_dominated_reject,EPIC_211945592,reject_as_noise_or_artifact,negative_reject_as_noise_or_artifact,0.6816451549530029,178.5280967834526,,,,,,"Manual review suggests heavy noise and/or possible EB-like contamination. Primary depth = 0.002213. SNR = 119.76, but likely driven by structured noise / non-planet morphology. OOT variability is high: oot_variability_to_depth = 0.249. Odd/even is only moderately acceptable: ratio = 0.845. Period source = event_spacing_fallback. Candidate period count = 1248. CNN score = 0.682 is morphology-only and does not rescue it."
high_snr_manual_reject,EPIC_211977407,reject_as_noise_or_artifact,negative_reject_as_noise_or_artifact,0.6735972762107849,174.21353179569007,,,,,,"Manual review not convinced; noise-like despite some acceptable numbers. No secondary eclipse detected, but not enough to rescue it. Primary depth = 0.001346. SNR = 18.58. Odd/even imperfect: ratio = 0.828. OOT variability high: oot_variability_to_depth = 0.432. Long duration: 10.79 h at P = 4.62576 d. Period source = event_spacing_fallback. Candidate period count = 1574."
fallback_period_dominated_reject,EPIC_211977407,reject_as_noise_or_artifact,negative_reject_as_noise_or_artifact,0.6735972762107849,174.21353179569007,,,,,,"Manual review not convinced; noise-like despite some acceptable numbers. No secondary eclipse detected, but not enough to rescue it. Primary depth = 0.001346. SNR = 18.58. Odd/even imperfect: ratio = 0.828. OOT variability high: oot_variability_to_depth = 0.432. Long duration: 10.79 h at P = 4.62576 d. Period source = event_spacing_fallback. Candidate period count = 1574."
high_snr_manual_reject,EPIC_211800810,binary_system,false_positive_eb_or_variable,0.681884765625,88.35126054047569,,,,,,"Strong odd/even depth mismatch with ratio about 0.219 and explicit delta about 1.19, making the signal EB-like or unreliable rather than planet-like. The signal is also very shallow, with an unusually long apparent duration of about 7.11 hours for P=2.80d. Period source is event-spacing fallback with limited event support and many candidate periods. Reject from candidate pipeline despite no detected secondary eclipse and morphology-positive CNN score."
eb_variable_false_positive,EPIC_211800810,binary_system,false_positive_eb_or_variable,0.681884765625,88.35126054047569,,,,,,"Strong odd/even depth mismatch with ratio about 0.219 and explicit delta about 1.19, making the signal EB-like or unreliable rather than planet-like. The signal is also very shallow, with an unusually long apparent duration of about 7.11 hours for P=2.80d. Period source is event-spacing fallback with limited event support and many candidate periods. Reject from candidate pipeline despite no detected secondary eclipse and morphology-positive CNN score."
high_snr_manual_reject,EPIC_212007527,reject_as_noise_or_artifact,negative_reject_as_noise_or_artifact,0.6702864170074463,52.41065123429144,,,,,,"Manual review says no; not convincing as candidate. Primary depth is very shallow: 0.000408. SNR is modest: 12.24. Period source = event_spacing_fallback. Candidate period count is enormous: 7655. Half-period and double-period support are both strong. OOT is not terrible, but period ambiguity is too severe."
fallback_period_dominated_reject,EPIC_212007527,reject_as_noise_or_artifact,negative_reject_as_noise_or_artifact,0.6702864170074463,52.41065123429144,,,,,,"Manual review says no; not convincing as candidate. Primary depth is very shallow: 0.000408. SNR is modest: 12.24. Period source = event_spacing_fallback. Candidate period count is enormous: 7655. Half-period and double-period support are both strong. OOT is not terrible, but period ambiguity is too severe."
high_cnn_score_manual_reject,EPIC_211902535,noise_or_artifact,negative_noise_or_artifact,0.8885582685470581,53.51234780049332,,,,,,"Manual review favors weak noise/artifact rather than a planet-like candidate. The signal is very shallow, with a long apparent duration of about 7.36 hours for P=4.32d, and odd/even consistency is poor with ratio about 0.680 and explicit delta about 0.381. There is no meaningful positive secondary eclipse, and OOT variability is low, but the period source is event-spacing fallback with many candidate periods. Reject as noise/artifact despite morphology-positive CNN score."
high_snr_manual_reject,EPIC_211902535,noise_or_artifact,negative_noise_or_artifact,0.8885582685470581,53.51234780049332,,,,,,"Manual review favors weak noise/artifact rather than a planet-like candidate. The signal is very shallow, with a long apparent duration of about 7.36 hours for P=4.32d, and odd/even consistency is poor with ratio about 0.680 and explicit delta about 0.381. There is no meaningful positive secondary eclipse, and OOT variability is low, but the period source is event-spacing fallback with many candidate periods. Reject as noise/artifact despite morphology-positive CNN score."
low_cnn_score_manual_candidate_or_hold,EPIC_211357782,candidate_like,candidate_like_positive,0.6888611316680908,33.3519455234077,,,,,,Improved plots show a visible repeated dip; odd/even acceptable; no secondary eclipse; physically plausible depth; modest SNR and fallback-only period support require Stage F validation.
high_snr_manual_reject,EPIC_211683904,noise_or_artifact,negative_noise_or_artifact,0.6841166615486145,84.66082289164677,,,,,,"Manual review does not show a convincing transit-like dip. The signal is very shallow with modest primary SNR around 5.09, and the apparent duration is long at about 4.90 hours for P=1.28d. Odd/even consistency is only mediocre, with ratio about 0.812 and explicit delta about 0.231. Alias risk is moderate with strong half-period support, and the period source is event-spacing fallback with many candidate periods. Reject as noise/artifact despite morphology-positive CNN score."
low_cnn_score_manual_candidate_or_hold,EPIC_211418290,uncertain_hold,excluded_uncertain_hold,0.6718457341194153,72.65122952006693,,,,,,"Transit-like signal is present with strong primary SNR and acceptable odd/even consistency, with low alias risk and no detected secondary eclipse. However the OOT variability is high at about 0.76x transit depth, transit duration is very long at about 12.0 hours for P=4.95d, CNN morphology score is only moderate, and the period source is event-spacing fallback with many candidate periods. Keep as uncertain hold pending improved detrending and period validation rather than promote."
low_cnn_score_manual_candidate_or_hold,EPIC_211959522,uncertain_hold,excluded_uncertain_hold,0.6675747036933899,99.20677884722946,,,,,,"Folded view shows a small possible primary dip, but not enough for candidate_like. Odd/even agreement is excellent: ratio = 0.974. No obvious phase-0.5 secondary. But depth is very shallow: 0.000614. SNR is modest: 10.62. OOT variability is very high relative to depth: oot_variability_to_depth = 0.859. Event stack does not show a clearly repeated aligned transit-like dip. Period source = event_spacing_fallback. Candidate period count = 1066. Keep on hold; do not use for training yet."
high_snr_manual_reject,EPIC_211949114,reject_as_noise_or_artifact,negative_reject_as_noise_or_artifact,0.661672830581665,142.6838556022833,,,,,,Manual review classifies this as noise despite some decent metrics. Primary depth = 0.001353. SNR = 87.44. Odd/even is decent: ratio = 0.885. No detected secondary. But OOT variability is high: oot_variability_to_depth = 0.288. Period source = event_spacing_fallback. Candidate period count = 1258. Context is too unstable for promotion.
good_odd_even_manual_reject,EPIC_211949114,reject_as_noise_or_artifact,negative_reject_as_noise_or_artifact,0.661672830581665,142.6838556022833,,,,,,Manual review classifies this as noise despite some decent metrics. Primary depth = 0.001353. SNR = 87.44. Odd/even is decent: ratio = 0.885. No detected secondary. But OOT variability is high: oot_variability_to_depth = 0.288. Period source = event_spacing_fallback. Candidate period count = 1258. Context is too unstable for promotion.
fallback_period_dominated_reject,EPIC_211949114,reject_as_noise_or_artifact,negative_reject_as_noise_or_artifact,0.661672830581665,142.6838556022833,,,,,,Manual review classifies this as noise despite some decent metrics. Primary depth = 0.001353. SNR = 87.44. Odd/even is decent: ratio = 0.885. No detected secondary. But OOT variability is high: oot_variability_to_depth = 0.288. Period source = event_spacing_fallback. Candidate period count = 1258. Context is too unstable for promotion.
