section,epic_id,manual_label,cnn_score,primary_depth_snr,odd_even_depth_ratio,oot_to_depth,candidate_period_count,alias_risk,fallback_period_flag,duration_fraction_of_period,failure_mode,autovet_v2_penalty,autovet_v2_score,autovet_v2_label,autovet_v2_flags,manual_reason
E. Good odd/even false positives,EPIC_211945246,low_priority_negative,0.742148,37.346,0.786,0.0119,698,,true,,good_odd_even_false_positive,0.06,0.632801,autovet_v2_review_signal_with_caveats,fallback_period_context,"Folded light curve shows only a small weak possible dip. Secondary diagnostic is flat / line-like, with no meaningful secondary eclipse. Primary depth is shallow: 0.000907. SNR is weak: 6.65. Odd/even is acceptable but not clean: ratio = 0.786. OOT is good: oot_variability_to_depth = 0.0119. Period source = event_spacing_fallback. Candidate period count = 698. Not convincing enough for promotion."
E. Good odd/even false positives,EPIC_211949114,reject_as_noise_or_artifact,0.661673,142.684,0.885,0.288,1258,,true,,good_odd_even_false_positive,0.06,0.610268,autovet_v2_review_signal_with_caveats,fallback_period_context,Manual review classifies this as noise despite some decent metrics. Primary depth = 0.001353. SNR = 87.44. Odd/even is decent: ratio = 0.885. No detected secondary. But OOT variability is high: oot_variability_to_depth = 0.288. Period source = event_spacing_fallback. Candidate period count = 1258. Context is too unstable for promotion.
E. Good odd/even false positives,EPIC_211975006,reject_as_noise_or_artifact,0.761132,786.254,0.911,,1448,,true,,good_odd_even_false_positive,0.06,0.638117,autovet_v2_review_signal_with_caveats,fallback_period_context,"Manual review calls this a perfect noise case despite strong-looking numbers. Primary depth = 0.004142. SNR = 409.32, but not trusted due to noisy / artifact-like context. Odd/even is fairly good: ratio = 0.911. No convincing positive secondary. Transit duration is long: 13.24 h at P = 3.08007 d. Period source = event_spacing_fallback. Candidate period count = 1448. CNN score = 0.761 is morphology-only and should not override manual rejection."
E. Good odd/even false positives,EPIC_211980250,reject_as_noise_or_artifact,0.798509,967.711,0.928,,476,,true,,good_odd_even_false_positive,0.06,0.625705,autovet_v2_review_signal_with_caveats,fallback_period_context,Manual review rejects despite strong-looking metrics. Primary depth = 0.014447. SNR = 306.85. Odd/even good: ratio = 0.928. OOT/depth low: 0.023. No secondary eclipse detected. But visual/manual confidence is not candidate-like. Long duration: 12.26 h at P = 2.97623 d. Large radius ratio estimate: 0.120. Period source = event_spacing_fallback. Candidate period count = 476.
E. Good odd/even false positives,EPIC_211980366,variable_or_possible_eb,0.932988,4.64515,0.988,0.468,4537,,true,,good_odd_even_false_positive,0.2,0.475894,autovet_v2_false_positive_eb_or_variable,fallback_period_context; eb_or_binary_context,"Strong coherent signal, but morphology is not planet-like. Folded light curve shows broad sinusoidal / wave-like modulation. Transit-like depression is embedded in periodic variability. Raw and detrended curves show strong repetitive variability. Odd/even excellent: ratio = 0.988. Secondary is negative, not a clean positive EB secondary, but secondary region is structured. OOT variability high: oot_variability_to_depth = 0.468. Very short period: P = 0.86494 d. Event family count = 65. Candidate period count = 4537. Best interpretation: variable star / possible EB / contact-binary-like false positive."
E. Good odd/even false positives,EPIC_211995966,reject_as_noise_or_artifact,0.878716,3.36636,0.952,,3,moderate,false,,good_odd_even_false_positive,0.18,0.560105,autovet_v2_reject_noise_or_artifact,validation_reject_context,"Weird / ambiguous noise: something but nothing. Stage F already rejected it because primary transit depth is not significant in cached folded light curve. Primary SNR is very weak: 2.73. Event support is thin: event_family_count = 3. Alias risk = moderate. Odd/even is good: ratio = 0.952, but weak primary detection dominates. CNN score = 0.879 is morphology-only and does not override Stage F rejection."
E. Good odd/even false positives,EPIC_212009427,variable_or_possible_eb,0.854064,13.0927,0.975,,3383,moderate,true,,good_odd_even_false_positive,0.06,0.62094,autovet_v2_review_signal_with_caveats,fallback_period_context,"Signal is real-looking, but morphology suggests EB / variable-star-like false positive. Folded light curve and transit zoom show a broad deep event embedded in variability. Raw and detrended curves show strong repetitive variability. Secondary check is structured rather than clean/flat. Secondary depth is negative, not a clean positive secondary, but still suspicious in context. Odd/even agreement is excellent: ratio = 0.975. OOT/depth is high: 0.505. Alias risk = moderate. Strong half-period support: support_ratio = 0.867. Candidate period count = 3383."
E. Good odd/even false positives,EPIC_212025784,reject_as_noise_or_artifact,0.707795,167.93,0.913,0.718,1301,,true,,good_odd_even_false_positive,0.06,0.623183,autovet_v2_review_signal_with_caveats,fallback_period_context,"Perfect noise / artifact. Primary depth = 0.002349. SNR = 76.34, but not trusted due to noisy context. Odd/even fairly good: ratio = 0.913. OOT variability is very high: oot_variability_to_depth = 0.718. Long duration: 12.01 h at P = 3.74308 d. Period source = event_spacing_fallback. Candidate period count = 1301. Half-period and double-period support both high."
F. EB/variable false positives,EPIC_200008831,binary_system,0.834008,8.53594,0.35,,3,,false,,eb_variable_false_positive,0.14,0.56975,autovet_v2_false_positive_eb_or_variable,eb_or_binary_context,Strong odd/even depth mismatch with ratio 0.350; high half-period alias risk; Stage F likely EB; noisy/unstable morphology; not planet-like.
F. EB/variable false positives,EPIC_211424769,binary_system,0.696191,85.2574,0.343,,0,,true,,eb_variable_false_positive,0.06,0.619933,autovet_v2_review_signal_with_caveats,fallback_period_context,"Strong odd/even depth mismatch with ratio about 0.343 and explicit delta about 0.82, making the signal EB-like rather than planet-like. Primary SNR is only modest, CNN morphology score is moderate, and the period source is event-spacing fallback with many candidate periods, so reject from candidate pipeline despite low OOT variability and no meaningful positive secondary eclipse."
F. EB/variable false positives,EPIC_211542908,binary_system,0.934167,18.8839,0.391,,0,moderate,true,,eb_variable_false_positive,0.06,0.626611,autovet_v2_reject_noise_or_artifact,fallback_period_context,"Strong odd/even depth mismatch with ratio about 0.391 and explicit delta about 1.27, making the signal EB-like or unreliable rather than planet-like. The signal is also very shallow, primary SNR is only modest around 6.38, alias risk is moderate, and the period source is event-spacing fallback with many candidate periods. Reject from candidate pipeline despite morphology-positive CNN score and no detected secondary eclipse."
F. EB/variable false positives,EPIC_211573482,binary_system,0.823558,287.911,0.61,1.16,0,,true,,eb_variable_false_positive,0.2,0.477256,autovet_v2_false_positive_eb_or_variable,fallback_period_context; eb_or_binary_context,"Signal is present, but diagnostics are unfavorable for a planet-like candidate. Odd/even depth consistency is poor, with ratio about 0.610 and explicit delta about 0.589, suggesting possible EB behavior. OOT variability is very high at about 1.16x the transit depth, meaning the apparent events may be embedded in stellar variability or structured noise. Period source is event-spacing fallback with many candidate periods, and CNN score is only morphology-positive, not promotion authority. Reject from candidate pipeline as likely binary/variable contamination rather than continue holding."
F. EB/variable false positives,EPIC_211581700,binary_system,0.97592,6.5352,,,0,,true,,eb_variable_false_positive,0.2,0.479662,autovet_v2_false_positive_eb_or_variable,fallback_period_context; eb_or_binary_context,"Strong real eclipsing signal with excellent odd/even consistency and many repeated events, but the secondary eclipse is highly significant and deeper than expected for a planet-like occultation. Secondary SNR is about 19.83 and secondary-to-primary depth ratio is about 3.87, making this much more consistent with an eclipsing binary or variable binary system than a planet candidate. Reject from planet candidate pipeline despite strong morphology and high CNN score."
F. EB/variable false positives,EPIC_211586814,binary_system,0.891465,43.4636,0.538,,0,pass,true,0.304233,eb_variable_false_positive,0.2,0.520779,autovet_v2_false_positive_eb_or_variable,fallback_period_context; eb_or_binary_context,"Signal has decent primary SNR, but diagnostics are EB-like rather than planet-like. Odd/even depth consistency is poor, with ratio about 0.538 and explicit delta about 0.600. The period is very short at P=0.504d with a relatively long duration of about 3.68 hours, and there is strong half-period alias support. Stage F already held it as ambiguous due to odd/even risk. Reject from candidate pipeline as likely binary/alias-contaminated despite morphology-positive CNN score and no detected secondary eclipse."
F. EB/variable false positives,EPIC_211730838,binary_system,0.989619,11.82,0.996,0.27,0,low,true,,eb_variable_false_positive,0.38,0.35638,autovet_v2_false_positive_eb_or_variable,fallback_period_context; eb_or_binary_context; validation_reject_context,"Strong coherent eclipsing signal with excellent odd/even consistency, ratio about 0.996 and explicit delta about 0.004, many repeated events, saved validation period support, low alias risk, and no significant secondary eclipse. However the primary depth is extremely large at about 0.099, implying radius ratio about 0.315, which is too deep for a typical planet-like candidate and is more consistent with an eclipsing binary, stellar companion, or blend. OOT variability is also non-trivial at about 0.27x transit depth. Reject from the planet candidate pipeline, but keep as a real eclipsing-signal / binary-system case rather than noise."
F. EB/variable false positives,EPIC_211800810,binary_system,0.681885,88.3513,0.219,,0,,true,0.105804,eb_variable_false_positive,0.06,0.615928,autovet_v2_review_signal_with_caveats,fallback_period_context,"Strong odd/even depth mismatch with ratio about 0.219 and explicit delta about 1.19, making the signal EB-like or unreliable rather than planet-like. The signal is also very shallow, with an unusually long apparent duration of about 7.11 hours for P=2.80d. Period source is event-spacing fallback with limited event support and many candidate periods. Reject from candidate pipeline despite no detected secondary eclipse and morphology-positive CNN score."
F. EB/variable false positives,EPIC_211980366,variable_or_possible_eb,0.932988,4.64515,0.988,0.468,4537,,true,,eb_variable_false_positive,0.2,0.475894,autovet_v2_false_positive_eb_or_variable,fallback_period_context; eb_or_binary_context,"Strong coherent signal, but morphology is not planet-like. Folded light curve shows broad sinusoidal / wave-like modulation. Transit-like depression is embedded in periodic variability. Raw and detrended curves show strong repetitive variability. Odd/even excellent: ratio = 0.988. Secondary is negative, not a clean positive EB secondary, but secondary region is structured. OOT variability high: oot_variability_to_depth = 0.468. Very short period: P = 0.86494 d. Event family count = 65. Candidate period count = 4537. Best interpretation: variable star / possible EB / contact-binary-like false positive."
F. EB/variable false positives,EPIC_212009427,variable_or_possible_eb,0.854064,13.0927,0.975,,3383,moderate,true,,eb_variable_false_positive,0.06,0.62094,autovet_v2_review_signal_with_caveats,fallback_period_context,"Signal is real-looking, but morphology suggests EB / variable-star-like false positive. Folded light curve and transit zoom show a broad deep event embedded in variability. Raw and detrended curves show strong repetitive variability. Secondary check is structured rather than clean/flat. Secondary depth is negative, not a clean positive secondary, but still suspicious in context. Odd/even agreement is excellent: ratio = 0.975. OOT/depth is high: 0.505. Alias risk = moderate. Strong half-period support: support_ratio = 0.867. Candidate period count = 3383."
G. Noise/artifact signatures,EPIC_200008924,uncertain_hold,0.66532,8.33886,,,1,,false,,noise_artifact_signature,0.18,0.355081,autovet_v2_reject_noise_or_artifact,validation_reject_context,"Weak primary SNR and Stage F rejected due to insignificant cached folded transit, but odd/even is not severe and no secondary eclipse is detected; hold for recheck rather than hard reject."
G. Noise/artifact signatures,EPIC_211356395,uncertain_hold,0.907269,10.4772,,,0,,true,,noise_artifact_signature,0.06,0.630319,autovet_v2_review_signal_with_caveats,fallback_period_context,"Visible shallow folded dip with good odd/even consistency and no secondary eclipse; OOT variability acceptable at about 0.30 of depth; primary SNR is modest and period support is fallback/ambiguous, so hold for Stage F validation rather than direct promotion."
G. Noise/artifact signatures,EPIC_211418290,uncertain_hold,0.671846,72.6512,,0.76,0,low,true,0.10101,noise_artifact_signature,0.06,0.609504,autovet_v2_review_signal_with_caveats,fallback_period_context,"Transit-like signal is present with strong primary SNR and acceptable odd/even consistency, with low alias risk and no detected secondary eclipse. However the OOT variability is high at about 0.76x transit depth, transit duration is very long at about 12.0 hours for P=4.95d, CNN morphology score is only moderate, and the period source is event-spacing fallback with many candidate periods. Keep as uncertain hold pending improved detrending and period validation rather than promote."
G. Noise/artifact signatures,EPIC_211429653,noise_or_artifact,0.837644,31.6352,0.247,,0,pass,true,0.483235,noise_artifact_signature,0.24,0.469352,autovet_v2_reject_noise_or_artifact,fallback_period_context; validation_reject_context,"Stage F already rejects the signal because the primary transit depth is not significant in the cached folded light curve. Primary SNR is weak at about 3.25, the event count is low, and the period is very short at P=0.507d with a long apparent duration of about 5.88 hours. Odd/even is also severely inconsistent with ratio about 0.247 and explicit delta about 1.47, so the morphology is not reliable for planet promotion despite CNN morphology-positive scoring."
G. Noise/artifact signatures,EPIC_211432321,noise_or_artifact,0.747243,49.4158,,,0,moderate,true,0.342032,noise_artifact_signature,0.06,0.631751,autovet_v2_review_signal_with_caveats,fallback_period_context,"Weak/shallow signal with modest primary SNR around 7.52, very short period at P=0.776d, and implausibly long transit duration around 6.37 hours. Period support is unreliable from event-spacing fallback with many candidate periods, and alias risk is moderate with stronger support near the double-period alias. Odd/even is not catastrophically mismatched but still imperfect, so reject as noise/artifact rather than promote."
G. Noise/artifact signatures,EPIC_211482556,uncertain_hold,0.70209,165.76,0.978,0.27,0,low,true,,noise_artifact_signature,0.06,0.60906,autovet_v2_review_signal_with_caveats,fallback_period_context,"Shallow but plausible transit-like signal with good odd/even consistency, ratio about 0.978, no detected secondary eclipse, low alias risk, and moderate primary SNR around 9.31. However the folded dip appears somewhat wobbly/noisy, OOT variability is non-trivial at about 0.27x transit depth, transit duration is fairly long at about 7.36 hours, CNN morphology score is only moderate, and the period source is event-spacing fallback with many candidate periods. Keep as uncertain hold pending Stage F period validation and cleaner detrended plot review rather than promote directly."
G. Noise/artifact signatures,EPIC_211493634,noise_or_artifact,0.890358,786.546,0.789,,0,moderate,true,,noise_artifact_signature,0.06,0.622969,autovet_v2_reject_noise_or_artifact,fallback_period_context,"Very shallow signal with modest primary SNR around 8.44, short period at P=0.608d, and only limited event support. Odd/even consistency is not severely bad but is imperfect, with ratio about 0.789 and explicit delta about 0.236. Alias risk is moderate with stronger support at the double-period alias, and the period source is event-spacing fallback with many candidate periods. Plot is noisy and there is no strong planet-like feature to justify holding or promotion despite morphology-positive CNN score."
G. Noise/artifact signatures,EPIC_211512262,uncertain_hold,0.980781,21.0511,0.981,,0,low,true,,noise_artifact_signature,0.06,0.633152,autovet_v2_reject_noise_or_artifact,fallback_period_context,"Very shallow but coherent transit-like signal with excellent odd/even consistency, ratio about 0.981 and explicit delta about 0.019, no detected secondary eclipse, low alias risk, high CNN morphology score, and locally enhanced cutouts showing repeated weak dips in several events. However the primary depth is tiny at about 0.000104, primary SNR is weak/modest at about 3.50, event support is limited, and the period source is event-spacing fallback. Keep as uncertain hold pending Stage F period validation and improved stacked/local cutout review rather than direct candidate promotion."
G. Noise/artifact signatures,EPIC_211529191,noise_or_artifact,0.922508,24.6501,,,0,,true,,noise_artifact_signature,0.06,0.644677,autovet_v2_review_signal_with_caveats,fallback_period_context,"Very shallow signal with weak/modest primary SNR around 4.62 and limited event support. Odd/even consistency is acceptable but not especially strong, and there is no secondary eclipse, but the period source is event-spacing fallback with many candidate periods and no convincing planet-like evidence beyond morphology-positive CNN scoring. Reject as noise/artifact rather than continue holding."
G. Noise/artifact signatures,EPIC_211536223,noise_or_artifact,0.804583,42.3788,0.797,0.51,0,moderate,true,0.213353,noise_artifact_signature,0.06,0.626007,autovet_v2_review_signal_with_caveats,fallback_period_context,"Deep morphology-positive signal, but the event shape is likely dominated by structured noise or variability. Transit duration is very long at about 12.75 hours for P=2.49d, OOT variability is high at about 0.51x transit depth, odd/even consistency is only mediocre with ratio about 0.797 and explicit delta about 0.205, and alias risk is moderate. Period source is event-spacing fallback with limited event support, so reject as noise/artifact rather than promote despite the sizeable apparent depth."
G. Noise/artifact signatures,EPIC_211542908,binary_system,0.934167,18.8839,0.391,,0,moderate,true,,noise_artifact_signature,0.06,0.626611,autovet_v2_reject_noise_or_artifact,fallback_period_context,"Strong odd/even depth mismatch with ratio about 0.391 and explicit delta about 1.27, making the signal EB-like or unreliable rather than planet-like. The signal is also very shallow, primary SNR is only modest around 6.38, alias risk is moderate, and the period source is event-spacing fallback with many candidate periods. Reject from candidate pipeline despite morphology-positive CNN score and no detected secondary eclipse."
G. Noise/artifact signatures,EPIC_211549072,noise_or_artifact,0.990776,86.2838,0.472,,0,review,true,0.272569,noise_artifact_signature,0.06,0.697627,autovet_v2_review_signal_with_caveats,fallback_period_context,"Manual plot review does not show a convincing transit-like signal despite very high CNN morphology score. The numerical diagnostics are also unfavorable: shallow primary depth, modest primary SNR around 6.92, very long duration around 7.85 hours for P=1.20d, strong odd/even mismatch with ratio about 0.472 and explicit delta about 0.675, and half-period alias support. Stage F held the object as ambiguous, but manual review overrides the CNN morphology-positive score because the dips are not visually convincing and the signal is not planet-like."
G. Noise/artifact signatures,EPIC_211569404,noise_or_artifact,0.779494,39.8191,0.7,,0,pass,true,0.221528,noise_artifact_signature,0.06,0.642909,autovet_v2_review_signal_with_caveats,fallback_period_context,"Manual review does not find a convincing planet-like signal. The primary depth is shallow, primary SNR is only modest around 8.34, and the period is very short at P=0.600d with a relatively long duration around 3.19 hours. Odd/even consistency is poor, with ratio about 0.700 and explicit delta about 0.353, and there is half-period alias support despite low formal alias risk. Stage F kept this only as a secondary-queue hold, so reject as noise/artifact rather than continue holding."
G. Noise/artifact signatures,EPIC_211573482,binary_system,0.823558,287.911,0.61,1.16,0,,true,,noise_artifact_signature,0.2,0.477256,autovet_v2_false_positive_eb_or_variable,fallback_period_context; eb_or_binary_context,"Signal is present, but diagnostics are unfavorable for a planet-like candidate. Odd/even depth consistency is poor, with ratio about 0.610 and explicit delta about 0.589, suggesting possible EB behavior. OOT variability is very high at about 1.16x the transit depth, meaning the apparent events may be embedded in stellar variability or structured noise. Period source is event-spacing fallback with many candidate periods, and CNN score is only morphology-positive, not promotion authority. Reject from candidate pipeline as likely binary/variable contamination rather than continue holding."
G. Noise/artifact signatures,EPIC_211580521,noise_or_artifact,0.753615,17.1258,0.611,0.17,0,high,true,,noise_artifact_signature,0.06,0.620385,autovet_v2_review_signal_with_caveats,fallback_period_context,"OOT variability is acceptable at about 0.17x transit depth, but the rest of the evidence is weak or unfavorable. Primary SNR is low at about 4.74, event support is limited, and the period is very short at P=0.545d. Odd/even consistency is poor, with ratio about 0.611 and explicit delta about 0.464. Alias risk is high with strong half-period support, and the period source is event-spacing fallback with many candidate periods. Reject as noise/artifact rather than continue holding despite morphology-positive CNN score."
G. Noise/artifact signatures,EPIC_211619120,uncertain_hold,0.724605,79.6217,0.835,2.03,0,,true,,noise_artifact_signature,0.06,0.6087,autovet_v2_review_signal_with_caveats,fallback_period_context,"Some signal-like features are visible, but they are not clear enough for candidate promotion. Primary SNR is modest around 5.90, odd/even consistency is acceptable but not strongly clean with ratio about 0.835 and explicit delta about 0.174, and there is no detected secondary eclipse. However OOT variability is very high at about 2.03x the transit depth, suggesting the apparent dip may be embedded in stellar variability or structured noise. Period source is event-spacing fallback with many candidate periods. Keep as uncertain hold pending OOT detrending review and Stage F period validation rather than reject immediately."
G. Noise/artifact signatures,EPIC_211683904,noise_or_artifact,0.684117,84.6608,0.812,,0,moderate,true,0.159505,noise_artifact_signature,0.06,0.605994,autovet_v2_review_signal_with_caveats,fallback_period_context,"Manual review does not show a convincing transit-like dip. The signal is very shallow with modest primary SNR around 5.09, and the apparent duration is long at about 4.90 hours for P=1.28d. Odd/even consistency is only mediocre, with ratio about 0.812 and explicit delta about 0.231. Alias risk is moderate with strong half-period support, and the period source is event-spacing fallback with many candidate periods. Reject as noise/artifact despite morphology-positive CNN score."
G. Noise/artifact signatures,EPIC_211702989,noise_or_artifact,0.94507,32.5314,0.4,,0,moderate,true,,noise_artifact_signature,0.06,0.634956,autovet_v2_reject_noise_or_artifact,fallback_period_context,"Manual review favors noise/artifact rather than a planet-like candidate. The signal is very shallow despite modest/high primary SNR, with no detected secondary eclipse, but odd/even consistency is poor: odd/even ratio about 0.400 and explicit delta about 0.833. Alias risk is moderate with stronger support at the double-period alias, and the period source is event-spacing fallback with many candidate periods. Reject from candidate pipeline despite high CNN morphology score because the signal is not visually or diagnostically planet-like."
G. Noise/artifact signatures,EPIC_211730838,binary_system,0.989619,11.82,0.996,0.27,0,low,true,,noise_artifact_signature,0.38,0.35638,autovet_v2_false_positive_eb_or_variable,fallback_period_context; eb_or_binary_context; validation_reject_context,"Strong coherent eclipsing signal with excellent odd/even consistency, ratio about 0.996 and explicit delta about 0.004, many repeated events, saved validation period support, low alias risk, and no significant secondary eclipse. However the primary depth is extremely large at about 0.099, implying radius ratio about 0.315, which is too deep for a typical planet-like candidate and is more consistent with an eclipsing binary, stellar companion, or blend. OOT variability is also non-trivial at about 0.27x transit depth. Reject from the planet candidate pipeline, but keep as a real eclipsing-signal / binary-system case rather than noise."
G. Noise/artifact signatures,EPIC_211770390,uncertain_hold,0.935516,27.2591,0.562,1.26,0,,true,,noise_artifact_signature,0.06,0.643649,autovet_v2_reject_noise_or_artifact,fallback_period_context,"Some signal-like structure may be present and the basic duration is plausible for P=7.46d, with no detected secondary eclipse and high CNN morphology score. However the signal is tough to read visually, primary SNR is modest around 5.36, odd/even consistency is poor with ratio about 0.562 and explicit delta about 0.702, and OOT variability is high at about 1.26x the transit depth. Period source is event-spacing fallback with many candidate periods, so keep only as uncertain hold pending OOT detrending review and Stage F period validation rather than promote."
G. Noise/artifact signatures,EPIC_211781094,noise_or_artifact,0.917082,16.7118,,,0,,true,,noise_artifact_signature,0.06,0.640147,autovet_v2_review_signal_with_caveats,fallback_period_context,"Some signal-like features may be present, but the detection is not credible as a planet-like candidate. The measured primary depth is extremely large at about 0.217, implying radius ratio about 0.466, while primary SNR is weak around 3.34 and event support is limited. Odd/even consistency is acceptable and there is no detected secondary eclipse, but the period source is event-spacing fallback with many candidate periods and the signal appears unreliable. Reject as noise/artifact or bad folded-event fit rather than promote or hold."
G. Noise/artifact signatures,EPIC_211800810,binary_system,0.681885,88.3513,0.219,,0,,true,0.105804,noise_artifact_signature,0.06,0.615928,autovet_v2_review_signal_with_caveats,fallback_period_context,"Strong odd/even depth mismatch with ratio about 0.219 and explicit delta about 1.19, making the signal EB-like or unreliable rather than planet-like. The signal is also very shallow, with an unusually long apparent duration of about 7.11 hours for P=2.80d. Period source is event-spacing fallback with limited event support and many candidate periods. Reject from candidate pipeline despite no detected secondary eclipse and morphology-positive CNN score."
G. Noise/artifact signatures,EPIC_211805860,uncertain_hold,0.979912,29.669,0.957,1.48,0,review,true,0.0345209,noise_artifact_signature,0.24,0.495754,autovet_v2_reject_noise_or_artifact,fallback_period_context; validation_reject_context,"Manual review keeps this as a cautious hold despite Stage F rejection. Odd/even consistency is good with ratio about 0.957 and explicit delta about 0.044, there is no detected secondary eclipse, the duration is plausible at about 3.43 hours for P=4.14d, and the period source is saved_validation_period. However primary SNR is weak around 4.67, Stage F rejected because the primary transit depth is not significant in the cached folded light curve, and OOT variability is very high at about 1.48x transit depth. Keep as uncertain hold pending OOT detrending review and Stage F period/depth validation rather than promote."
G. Noise/artifact signatures,EPIC_211844348,noise_or_artifact,0.80625,59.0231,0.949,,0,,true,,noise_artifact_signature,0.06,0.632132,autovet_v2_review_signal_with_caveats,fallback_period_context,"Manual review favors noise/artifact despite superficially acceptable diagnostics. The signal is very shallow, and the apparent duration is fairly long at about 5.88 hours. Odd/even consistency is good with ratio about 0.949 and no detected secondary eclipse, but the period source is event-spacing fallback with many candidate periods, and the visual signal is not convincing enough to justify holding. Reject as noise/artifact despite morphology-positive CNN score."
G. Noise/artifact signatures,EPIC_211902535,noise_or_artifact,0.888558,53.5123,0.68,,0,,true,0.0709877,noise_artifact_signature,0.06,0.622515,autovet_v2_reject_noise_or_artifact,fallback_period_context,"Manual review favors weak noise/artifact rather than a planet-like candidate. The signal is very shallow, with a long apparent duration of about 7.36 hours for P=4.32d, and odd/even consistency is poor with ratio about 0.680 and explicit delta about 0.381. There is no meaningful positive secondary eclipse, and OOT variability is low, but the period source is event-spacing fallback with many candidate periods. Reject as noise/artifact despite morphology-positive CNN score."
G. Noise/artifact signatures,EPIC_211911273,noise_or_artifact,0.780082,525.129,0.776,,0,,true,0.147716,noise_artifact_signature,0.06,0.643423,autovet_v2_review_signal_with_caveats,fallback_period_context,"Manual review favors noise/artifact rather than a planet-like candidate. Although the reported primary SNR is very high, the apparent transit duration is extremely long at about 11.77 hours for P=3.32d, suggesting broad variability or folded systematic structure rather than a clean transit. Odd/even consistency is only mediocre with ratio about 0.776 and explicit delta about 0.242, and there is half-period alias support. Period source is event-spacing fallback with many candidate periods. Reject as noise/artifact despite morphology-positive CNN score."
G. Noise/artifact signatures,EPIC_211915147,candidate_like,0.950089,13.2243,0.983,0.69,0,,true,0.191989,noise_artifact_signature,0.06,0.643449,autovet_v2_review_signal_with_caveats,fallback_period_context,"Manual review promotes this as a caveated candidate-like signal. A good primary dip is visible, odd/even consistency is excellent with ratio about 0.983 and explicit delta about 0.017, there is no meaningful positive secondary eclipse, event-family support is strong with 21 events, and CNN morphology score is high. However the promotion is caveated because primary SNR is weak around 4.62, apparent duration is very long at about 8.34 hours for P=1.81d, OOT variability is high at about 0.69x transit depth, and the period source is event-spacing fallback with stronger double-period support. Promote to Stage F validation with OOT detrending, duration sanity check, period validation, and EB diagnostic review."
G. Noise/artifact signatures,EPIC_211920612,reject_as_noise_or_artifact,0.822831,1414.66,0.304,,0,pass,true,,noise_artifact_signature,0.06,0.643324,autovet_v2_review_signal_with_caveats,fallback_period_context,"Strong dip-like morphology, but physically broken. Period = 0.62108 d / 14.91 h. Transit duration = 1.8695 d / 44.87 h, longer than the orbital period. Severe odd/even mismatch: odd_even_depth_ratio = 0.304. CNN score = 0.823 is morphology-only and should not rescue it."
G. Noise/artifact signatures,EPIC_211933215,reject_as_noise_or_artifact,0.731265,85.6721,,,1039,,true,,noise_artifact_signature,0.06,0.617268,autovet_v2_review_signal_with_caveats,fallback_period_context,Too weak and period-unstable. Primary depth is shallow: 0.000394. SNR is only moderate: 11.86. Period source = event_spacing_fallback. Autovet says no reliable saved period support. Candidate period count is very high: 1039. CNN score = 0.731 is morphology-only.
G. Noise/artifact signatures,EPIC_211935518,low_priority_negative,0.769432,227.31,0.929,,751,,true,,noise_artifact_signature,0.06,0.640441,autovet_v2_review_signal_with_caveats,fallback_period_context,"Visible dip exists and metrics are not terrible, but too noisy / unreliable to promote. Primary depth = 0.005235. SNR = 174.90. Odd/even agreement is good: ratio = 0.929. No meaningful secondary. However period source = event_spacing_fallback. Autovet says no reliable saved period support. Candidate period count is high: 751. CNN score = 0.769 is morphology-only."
G. Noise/artifact signatures,EPIC_211939206,low_priority_negative,0.735696,97.8051,0.712,,1671,moderate,true,,noise_artifact_signature,0.06,0.630995,autovet_v2_review_signal_with_caveats,fallback_period_context,"Best-looking noise case. Some transit-like dip morphology exists, but validation is weak. Primary depth = 0.001054. SNR = 43.47. Odd/even agreement is imperfect: ratio = 0.712, delta = 0.310. Alias risk = moderate. Strong alias/double-period support: alias_best_period_days = 3.16692, support_ratio = 0.889. Period source = event_spacing_fallback. Candidate period count is extremely high: 1671. CNN score = 0.736 is morphology-only."
G. Noise/artifact signatures,EPIC_211942823,reject_as_noise_or_artifact,0.687399,92.0631,0.702,,1049,high,true,,noise_artifact_signature,0.06,0.610705,autovet_v2_review_signal_with_caveats,fallback_period_context,"Manual visual review sees no convincing dip; folded view appears essentially flat / line-like. Primary depth is shallow: 0.000423. SNR = 13.01. Period = 0.20432 d / 4.90 h. Transit duration = 0.36777 d / 8.83 h, longer than the orbital period. Odd/even agreement is weak: ratio = 0.702. Alias risk = high. Period source = event_spacing_fallback. Candidate period count is high: 1049."
G. Noise/artifact signatures,EPIC_211944670,low_priority_negative,0.980615,5.902,0.721,,865,moderate,true,,noise_artifact_signature,0.06,0.624016,autovet_v2_review_signal_with_caveats,fallback_period_context,"Manual review sees a dip, but not good enough for promotion. OOT behaviour is acceptable. Primary depth = 0.002908. SNR is very low: 3.02. Odd/even agreement is imperfect: ratio = 0.721. No secondary eclipse detected. Duration is physically plausible: 1.47 h at P = 1.55281 d. But period source = event_spacing_fallback. Alias risk = moderate. Strong double-period support: alias_best_period_days = 3.10562, support_ratio = 1.0. Candidate period count is high: 865. CNN score = 0.981 is morphology-only and should not override weak validation."
