epic_id,reconciled_label,reconciled_status,strongest_positive_flag,positive_retained_flag,rejection_flag,uncertainty_flag,source_files,source_labels,source_actions,latest_known_stage,manual_decision_present,autovet_decision_present,stage_g_score,caveat,reconciliation_reason,manual_label,manual_next_action,manual_reason,manual_confidence,manual_vetted,decision_authority,reviewed_at,reviewer,cnn_manual_conflict,conflict_reason
EPIC_211569204,reject_manual_false_positive,reject_manual_false_positive,False,False,True,False,freezes/final_candidate_master_ledger_stage_h_candidate_followup.csv; freezes/stage_g_calibrated_ranking_layer.csv; freezes/stage_g_candidate_ledger_review.csv; plots/k2_batch/final_candidate_master_ledger.csv; plots/k2_batch/final_candidate_master_ledger_stage_f_closed.csv,hold_or_reject_review; noise_or_artifact; reject_manual_false_positive,exclude from novel planet queue after Stage F reviewed outcome; reject_manual_false_positive; hold_or_reject_review,Master ledger,False,False,0.5750839242431343,"status_reason: Stage F reviewed outcome: manual false positive. Stage F reason: no EB rejection, but visual/metric confidence remains secondary queue | visual_notes: Stage F reviewed outcome: manual false positive. Stage F reason: no EB rejection, but visual/metric confidence remains secondary queue",selected not_positive from plots/k2_batch/final_candidate_master_ledger.csv (current_master_ledger); matches: final_candidate_status=reject_manual_false_positive; final_recommendation=reject_manual_false_positive; reject_manual_false_positive; false_positive,,,,,,,,,,
EPIC_211569404,noise_or_artifact,reject_from_candidate_pipeline,False,False,True,False,plots/k2_batch/stage_i_autovet_v1_hold_batch1/autovet_hold_validation_ledger.csv; plots/k2_batch/master_vetted_catalog/manual_review_updates/20260520_epic20/manual_vetting_decisions_cumulative_20260520_epic20.csv,needs_period_review; noise_or_artifact,run_period_search_before_label_update; reject_from_candidate_pipeline,Manual review,True,True,,reason: original AutoVet evidence had missing/weak saved period support,manual_review overrides existing reconciled ledger state; CNN morphology score is not promotion authority,noise_or_artifact,reject_from_candidate_pipeline,"Manual review does not find a convincing planet-like signal. The primary depth is shallow, primary SNR is only modest around 8.34, and the period is very short at P=0.600d with a relatively long duration around 3.19 hours. Odd/even consistency is poor, with ratio about 0.700 and explicit delta about 0.353, and there is half-period alias support despite low formal alias risk. Stage F kept this only as a secondary-queue hold, so reject as noise/artifact rather than continue holding.",high,true,manual_review,2026-05-20,user_provided_manual_review,none,CNN score is only moderate and does not materially conflict with manual rejection.
EPIC_211586814,binary_system,reject_from_candidate_pipeline,False,False,True,False,plots/k2_batch/stage_i_autovet_v1_hold_batch1/autovet_hold_validation_ledger.csv; plots/k2_batch/master_vetted_catalog/manual_review_updates/20260520_epic25/manual_vetting_decisions_cumulative_20260520_epic25.csv,needs_period_review; binary_system,run_period_search_before_label_update; reject_from_candidate_pipeline,Manual review,True,True,,"reason: original AutoVet evidence had missing/weak saved period support; EB risk features: odd_even_ratio=0.5385, odd_even_delta=0.6, secondary_ratio=0, alias_risk=low",manual_review overrides existing reconciled ledger state; CNN morphology score is not promotion authority,binary_system,reject_from_candidate_pipeline,"Signal has decent primary SNR, but diagnostics are EB-like rather than planet-like. Odd/even depth consistency is poor, with ratio about 0.538 and explicit delta about 0.600. The period is very short at P=0.504d with a relatively long duration of about 3.68 hours, and there is strong half-period alias support. Stage F already held it as ambiguous due to odd/even risk. Reject from candidate pipeline as likely binary/alias-contaminated despite morphology-positive CNN score and no detected secondary eclipse.",high,true,manual_review,2026-05-20,user_provided_manual_review,none,"CNN score is moderately high but not extreme; manual rejection is driven by odd/even mismatch, short-period geometry, and alias concerns."
EPIC_211598703,reject_as_noise_or_artifact,not_positive,False,False,True,False,freezes/k2_stage_f_v3_manual_review_outcomes_13.csv; freezes/k2_stage_f_v3_manual_reviewed_13.csv; freezes/stage_g_calibrated_ranking_layer.csv; freezes/stage_g_candidate_ledger_review.csv; k2_stage_f_v3_manual_review_outcomes.csv; k2_stage_f_v3_manual_reviewed.csv,hold_or_reject_review; noise_or_artifact; reject_as_noise_or_artifact,hold_or_reject_review,Stage G,True,False,0.37191675440356986,manual_reason: catastrophic odd/even mismatch; weak primary SNR; suspicious short duration; noisy folded morphology; alias ambiguity; manual_reason: catastrophic odd/even mismatch; weak primary SNR; suspicious short duration; noisy folded morphology; alias ambiguity | visual_notes: catastrophic odd/even mismatch; weak primary SNR; suspicious short duration; noisy folded morphology; alias ambiguity,selected not_positive from freezes/k2_stage_f_v3_manual_review_outcomes_13.csv (manual_review_decision); matches: manual_stage_f_label=reject_as_noise_or_artifact; reject_as_noise_or_artifact; noise_or_artifact,,,,,,,,,,
EPIC_211631955,hold_deeper_eval,positive_retained,False,True,False,False,freezes/k2_stage_f_v3_manual_review_outcomes_13.csv; freezes/k2_stage_f_v3_manual_reviewed_13.csv; freezes/stage_g_calibrated_ranking_layer.csv; freezes/stage_g_candidate_ledger_review.csv; k2_stage_f_v3_manual_review_outcomes.csv; k2_stage_f_v3_manual_reviewed.csv,hold_deeper_eval; uncertain_hold; unresolved_flux_triage_when_queue_reopens,unresolved_flux_triage_when_queue_reopens,Stage G,True,False,0.35651886635448243,manual_reason: unclear primary transit; weak depth/SNR; poor odd/even agreement; high OOT variability; non-dominant alias support; noisy folded morphology; manual_reason: unclear primary transit; weak depth/SNR; poor odd/even agreement; high OOT variability; non-dominant alias support; noisy folded morphology | visual_notes: unclear primary transit; weak depth/SNR; poor odd/even agreement; high OOT variability; non-dominant alias support; noisy folded morphology,selected positive_retained from freezes/k2_stage_f_v3_manual_review_outcomes_13.csv (manual_review_decision); matches: manual_stage_f_label=hold_deeper_eval,,,,,,,,,,
EPIC_211633247,reject_as_noise_or_artifact,not_positive,False,False,True,False,plots/k2_batch/stage_i_discovery_pilot_batch1/stage_i_manual_review_outcomes.csv,reject_as_noise_or_artifact,,Stage I / AutoVet,True,False,,reason: visually noise-like despite automated planet-like label; high SNR but shallow/short event; borderline odd/even; broad alias ambiguity; no convincing clean transit morphology,selected not_positive from plots/k2_batch/stage_i_discovery_pilot_batch1/stage_i_manual_review_outcomes.csv (manual_stage_i_decision); matches: manual_stage_i_label=reject_as_noise_or_artifact; reject_as_noise_or_artifact; noise_or_artifact,,,,,,,,,,
EPIC_211641677,reject_as_noise_or_artifact,not_positive,False,False,True,False,plots/k2_batch/stage_i_discovery_pilot_batch1/stage_i_manual_review_outcomes.csv,reject_as_noise_or_artifact,,Stage I / AutoVet,True,False,,reason: Stage F already rejects; primary depth not significant; low SNR; weak folded signal; half-period alias ambiguity; no convincing planet-like morphology,selected not_positive from plots/k2_batch/stage_i_discovery_pilot_batch1/stage_i_manual_review_outcomes.csv (manual_stage_i_decision); matches: manual_stage_i_label=reject_as_noise_or_artifact; reject_as_noise_or_artifact; noise_or_artifact,,,,,,,,,,
EPIC_211682657,candidate_like,promote_to_stage_g,True,True,False,False,plots/k2_batch/final_candidate_master_ledger.csv; plots/k2_batch/stage_i_autovet_v1_hold_batch1/autovet_hold_validation_ledger.csv; plots/k2_batch/stage_i_autovet_v1_hold_batch1/manual_post_repair_review_decisions.csv; plots/k2_batch/stage_i_autovet_v1_hold_batch1/stage_i_post_repair_manual_decision_log.csv,candidate_like; needs_period_review; promote_to_stage_g,promote_to_stage_g; candidate_like; promote_to_stage_g; promote_to_stage_g; promote_to_stage_g; run_period_search_before_label_update,Master ledger,True,True,,"stage_f_closed_45_caveats: secondary_or_alias_review_required | stage_h_reason: Human manual Stage I post-repair review decision; not an AutoVet automatic promotion. Post-repair signal is strong enough for Stage G with SNR=5.97, OOT/depth=0.452, odd_even_depth_ratio=0.857, and duration=4.66 hours, but requires caveat review because secondary_to_primary_depth_ratio=0.573 and alias_risk=moderate. | status_reason: Post-repair signal is strong enough for Stage G with SNR=5.97, OOT/depth=0.452, odd_even_depth_ratio=0.857, and duration=4.66 hours, but requires caveat review because secondary_to_primary_depth_ratio=0.573 and alias_risk=moderate. ledger_update=yes; training_update=no; training_label=do_not_train_yet; reason: original AutoVet evidence had missing/weak saved period support; EB risk features: odd_even_ratio=0.8569, odd_even_delta=0.1547, secondary_ratio=0.5734, alias_risk=moderate; candidate_caveat: secondary_or_alias_review_required | manual_reason: Post-repair signal is strong enough for Stage G with SNR=5.97, OOT/depth=0.452, odd_even_depth_ratio=0.857, and duration=4.66 hours, but requires caveat review because secondary_to_primary_depth_ratio=0.573 and alias_risk=moderate.; candidate_caveat: secondary_or_alias_review_required | manual_reason: Post-repair signal is strong enough for Stage G with SNR=5.97, OOT/depth=0.452, odd_even_depth_ratio=0.857, and duration=4.66 hours, but requires caveat review because secondary_to_primary_depth_ratio=0.573 and alias_risk=moderate. | reason: Post-repair signal is strong enough for Stage G with SNR=5.97, OOT/depth=0.452, odd_even_depth_ratio=0.857, and duration=4.66 hours, but requires caveat review because secondary_to_primary_depth_ratio=0.573 and alias_risk=moderate.",selected strong_positive from plots/k2_batch/stage_i_autovet_v1_hold_batch1/manual_post_repair_review_decisions.csv (manual_post_repair_decision); matches: manual_stage_i_post_repair_label=candidate_like; ledger_label=candidate_like; ledger_status=promote_to_stage_g; next_action=promote_to_stage_g; promote_to_stage_g,,,,,,,,,,
EPIC_211686773,hold_or_reject_review,hold_or_reject_review,False,False,False,True,freezes/stage_g_calibrated_ranking_layer.csv; freezes/stage_g_candidate_ledger_review.csv,hold_or_reject_review,hold_or_reject_review,Stage G,False,False,0.32159473614577905,,selected uncertain_non_final from freezes/stage_g_candidate_ledger_review.csv (stage_g_candidate_review); matches: no positive/not-positive rule matched,,,,,,,,,,
EPIC_211726466,reject_as_noise_or_artifact,not_positive,False,False,True,False,plots/k2_batch/stage_i_discovery_pilot_batch1/stage_i_manual_review_outcomes.csv,reject_as_noise_or_artifact,,Stage I / AutoVet,True,False,,reason: visually not convincing; noise/artifact morphology; reject after Stage I manual review,selected not_positive from plots/k2_batch/stage_i_discovery_pilot_batch1/stage_i_manual_review_outcomes.csv (manual_stage_i_decision); matches: manual_stage_i_label=reject_as_noise_or_artifact; reject_as_noise_or_artifact; noise_or_artifact,,,,,,,,,,
EPIC_211730838,binary_system,reject_from_candidate_pipeline_but_keep_as_real_eclipsing_signal,False,False,True,False,plots/k2_batch/stage_i_autovet_v1_hold_batch1/autovet_hold_validation_ledger.csv; plots/k2_batch/master_vetted_catalog/manual_review_updates/20260522_epic29/manual_vetting_decisions_cumulative_20260522_epic29.csv,needs_period_review; binary_system,run_period_search_before_label_update; reject_from_candidate_pipeline_but_keep_as_real_eclipsing_signal,Manual review,True,True,,"reason: original AutoVet evidence had missing/weak saved period support; artifact/reject features: primary_snr=4.047, num_events=54",manual_review overrides existing reconciled ledger state; CNN morphology score is not promotion authority,binary_system,reject_from_candidate_pipeline_but_keep_as_real_eclipsing_signal,"Strong coherent eclipsing signal with excellent odd/even consistency, ratio about 0.996 and explicit delta about 0.004, many repeated events, saved validation period support, low alias risk, and no significant secondary eclipse. However the primary depth is extremely large at about 0.099, implying radius ratio about 0.315, which is too deep for a typical planet-like candidate and is more consistent with an eclipsing binary, stellar companion, or blend. OOT variability is also non-trivial at about 0.27x transit depth. Reject from the planet candidate pipeline, but keep as a real eclipsing-signal / binary-system case rather than noise.",medium_high,true,manual_review,2026-05-22,user_provided_manual_review,none,"CNN correctly identified strong eclipse-like morphology, but morphology score is not a planet classifier."
EPIC_211732801,reject_likely_eclipsing_binary,reject_likely_eclipsing_binary,False,False,True,False,freezes/final_candidate_master_ledger_stage_h_candidate_followup.csv; freezes/stage_g_calibrated_ranking_layer.csv; freezes/stage_g_candidate_ledger_review.csv; plots/k2_batch/final_candidate_master_ledger.csv; plots/k2_batch/final_candidate_master_ledger_stage_f_closed.csv,binary_system; hold_or_reject_review; reject_likely_eclipsing_binary,exclude from novel planet queue; likely eclipsing binary; reject_likely_eclipsing_binary; hold_or_reject_review,Master ledger,False,False,0.38158257891519914,"status_reason: Stage F reviewed outcome: likely eclipsing binary. Stage F reason: secondary eclipse at phase 0.5: depth_ratio=1.340, snr=6.59 | visual_notes: Stage F reviewed outcome: likely eclipsing binary. Stage F reason: secondary eclipse at phase 0.5: depth_ratio=1.340, snr=6.59",selected not_positive from plots/k2_batch/final_candidate_master_ledger.csv (current_master_ledger); matches: final_candidate_status=reject_likely_eclipsing_binary; final_recommendation=reject_likely_eclipsing_binary; eclipsing_binary,,,,,,,,,,
EPIC_211739276,reject_manual_false_positive,reject_manual_false_positive,False,False,True,False,freezes/final_candidate_master_ledger_stage_h_candidate_followup.csv; freezes/stage_g_calibrated_ranking_layer.csv; freezes/stage_g_candidate_ledger_review.csv; k2_manual_false_positive_rejects.csv; k2_manual_rejects_stage_f_next10.csv; k2_master_candidate_ledger.csv; k2_stage_f_next10_manual_reviewed.csv; manual_reject_archive.csv; plots/k2_batch/final_candidate_master_ledger.csv; plots/k2_batch/final_candidate_master_ledger_stage_f_closed.csv,noise_or_artifact; reject_manual_false_positive,closed_negative_do_not_reopen_without_new_evidence; exclude from novel planet queue after manual visual review,Master ledger,True,False,0.46018476913986905,visual_notes: Manual visual review did not show convincing planet-like transit morphology.,selected not_positive from plots/k2_batch/final_candidate_master_ledger.csv (current_master_ledger); matches: final_candidate_status=reject_manual_false_positive; reject_manual_false_positive; false_positive,,,,,,,,,,
EPIC_211746706,reject_as_noise_or_artifact,not_positive,False,False,True,False,freezes/k2_stage_f_v3_manual_review_outcomes_13.csv; freezes/k2_stage_f_v3_manual_reviewed_13.csv; freezes/stage_g_calibrated_ranking_layer.csv; freezes/stage_g_candidate_ledger_review.csv; k2_stage_f_v3_manual_review_outcomes.csv; k2_stage_f_v3_manual_reviewed.csv,hold_or_reject_review; noise_or_artifact; reject_as_noise_or_artifact,hold_or_reject_review,Stage G,True,False,0.3653037581969134,manual_reason: odd/even depth mismatch; high OOT variability; noisy folded morphology; alias ambiguity; manual_reason: odd/even depth mismatch; high OOT variability; noisy folded morphology; alias ambiguity | visual_notes: odd/even depth mismatch; high OOT variability; noisy folded morphology; alias ambiguity,selected not_positive from freezes/k2_stage_f_v3_manual_review_outcomes_13.csv (manual_review_decision); matches: manual_stage_f_label=reject_as_noise_or_artifact; reject_as_noise_or_artifact; noise_or_artifact,,,,,,,,,,
EPIC_211748059,secondary_hold,secondary_hold,False,False,True,False,freezes/final_candidate_master_ledger_stage_h_candidate_followup.csv; freezes/stage_g_calibrated_ranking_layer.csv; freezes/stage_g_candidate_ledger_review.csv; k2_master_candidate_ledger.csv; k2_stage_f_next10_batch2_manual_rejects.csv; k2_stage_f_next10_batch2_manual_reviewed.csv; plots/k2_batch/final_candidate_master_ledger.csv; plots/k2_batch/final_candidate_master_ledger_stage_f_closed.csv; rejected_manual.csv,reject_low_confidence_shallow_signal; secondary_hold; uncertain_hold,closed_negative_do_not_reopen_without_new_evidence; retain in secondary hold queue; secondary_hold,Master ledger,True,False,0.5876390114996765,"status_reason: Human visual review found folds unconvincing relative to top five. | visual_notes: Human visual review found folds unconvincing relative to top five.; visual_notes: Weak fold, shallow depth, nominal P tied with P/2 support, not convincing enough.",selected not_positive from plots/k2_batch/final_candidate_master_ledger.csv (current_master_ledger); matches: final_candidate_status=secondary_hold; final_recommendation=secondary_hold; secondary_hold,,,,,,,,,,
EPIC_211759361,candidate_with_caveat,candidate_with_caveat,False,True,False,False,freezes/final_candidate_master_ledger_stage_h_candidate_followup.csv; freezes/k2_stage_f_v3_manual_review_outcomes_13.csv; freezes/k2_stage_f_v3_manual_reviewed_13.csv; freezes/stage_g_calibrated_ranking_layer.csv; freezes/stage_g_candidate_ledger_review.csv; freezes/stage_h_candidate_followup_decisions.csv; k2_stage_f_v3_manual_review_outcomes.csv; k2_stage_f_v3_manual_reviewed.csv; plots/k2_batch/final_candidate_master_ledger.csv,candidate_like; candidate_with_caveat; known_positive_below_pass_threshold_recheck_features; promote_to_deeper_eval,candidate_with_caveat; candidate_with_caveat; candidate_with_caveat; known_positive_below_pass_threshold_recheck_features,Master ledger,True,False,0.370758292198,"stage_f_closed_45_caveats: Candidate-like weak_support row with strong flux support; weak_support is not a demotion and manual ledger evidence is required. | stage_h_reason: reasonable-depth primary; good odd/even agreement; no phase-0.5 secondary; flux score above vetting threshold; decent event support; caveat moderate SNR, high-ish OOT variability, and 2P/3 alias support | status_reason: reasonable-depth primary; good odd/even agreement; no phase-0.5 secondary; flux score above vetting threshold; decent event support; caveat moderate SNR, high-ish OOT variability, and 2P/3 alias support; manual_reason: good odd/even agreement, no phase-0.5 secondary, visible coherent primary, adequate event support; caveat moderate SNR, high OOT variability, and 2P/3 alias support; manual_reason: good odd/even agreement, no phase-0.5 secondary, visible coherent primary, adequate event support; caveat moderate SNR, high OOT variability, and 2P/3 alias support | visual_notes: good odd/even agreement, no phase-0.5 secondary, visible coherent primary, adequate event support; caveat moderate SNR, high OOT variability, and 2P/3 alias support; stage_h_reason: reasonable-depth primary; good odd/even agreement; no phase-0.5 secondary; flux score above vetting threshold; decent event support; caveat moderate SNR, high-ish OOT variability, and 2P/3 alias support; stage_f_closed_45_caveats: cleaner planet-like morphology with good odd/even agreement, reasonable depth, no phase-0.5 secondary, and flux score above vetting threshold; caveat modest SNR, weak Stage G support, high-ish OOT variability, and 2P/3 alias support | stage_h_reason: cleaner planet-like morphology with good odd/even agreement, reasonable depth, no phase-0.5 secondary, and flux score above vetting threshold; caveat modest SNR, weak Stage G support, high-ish OOT variability, and 2P/3 alias support | status_reason: cleaner planet-like morphology with good odd/even agreement, reasonable depth, no phase-0.5 secondary, and flux",selected positive_retained from plots/k2_batch/final_candidate_master_ledger.csv (current_master_ledger); matches: stage_h_ledger_status=candidate_with_caveat; stage_h_status=candidate_with_caveat; final_candidate_status=candidate_with_caveat; final_recommendation=candidate_with_caveat; recommended_next_action=candidate_with_caveat; visual_label=promote_to_deeper_eval; stage_h_label=candidate_with_caveat; candidate_with_caveat,,,,,,,,,,
EPIC_211759736,reject_as_noise_or_artifact,not_positive,False,False,True,False,plots/k2_batch/stage_i_discovery_pilot_batch1/stage_i_manual_review_outcomes.csv,reject_as_noise_or_artifact,,Stage I / AutoVet,True,False,,reason: visually not convincing; noise/artifact morphology; reject after Stage I manual review,selected not_positive from plots/k2_batch/stage_i_discovery_pilot_batch1/stage_i_manual_review_outcomes.csv (manual_stage_i_decision); matches: manual_stage_i_label=reject_as_noise_or_artifact; reject_as_noise_or_artifact; noise_or_artifact,,,,,,,,,,
EPIC_211770415,hold_deeper_eval,positive_retained,False,True,False,False,freezes/k2_stage_f_v3_manual_review_outcomes_13.csv; freezes/k2_stage_f_v3_manual_reviewed_13.csv; freezes/stage_g_calibrated_ranking_layer.csv; freezes/stage_g_candidate_ledger_review.csv; k2_stage_f_v3_manual_review_outcomes.csv; k2_stage_f_v3_manual_reviewed.csv,hold_deeper_eval; uncertain_hold; unresolved_flux_triage_when_queue_reopens,unresolved_flux_triage_when_queue_reopens,Stage G,True,False,0.303706442149017,manual_reason: not visually clear; two-spike/weak-depth morphology; shallow primary; possible secondary-like structure by eye; non-dominant alias support; not confident enough to promote; manual_reason: not visually clear; two-spike/weak-depth morphology; shallow primary; possible secondary-like structure by eye; non-dominant alias support; not confident enough to promote | visual_notes: not visually clear; two-spike/weak-depth morphology; shallow primary; possible secondary-like structure by eye; non-dominant alias support; not confident enough to promote,selected positive_retained from freezes/k2_stage_f_v3_manual_review_outcomes_13.csv (manual_review_decision); matches: manual_stage_f_label=hold_deeper_eval,,,,,,,,,,
EPIC_211791780,hold_deeper_eval,positive_retained,False,True,False,False,freezes/k2_stage_f_v3_manual_review_outcomes_13.csv; freezes/k2_stage_f_v3_manual_reviewed_13.csv; freezes/stage_g_calibrated_ranking_layer.csv; freezes/stage_g_candidate_ledger_review.csv; k2_stage_f_v3_manual_review_outcomes.csv; k2_stage_f_v3_manual_reviewed.csv,hold_deeper_eval; hold_or_reject_review; uncertain_hold,hold_or_reject_review,Stage G,True,False,0.3596994630726289,manual_reason: unclear primary transit; shallow depth/moderate SNR; high OOT variability; borderline odd/even agreement; P/P2 alias ambiguity; noisy folded morphology; manual_reason: unclear primary transit; shallow depth/moderate SNR; high OOT variability; borderline odd/even agreement; P/P2 alias ambiguity; noisy folded morphology | visual_notes: unclear primary transit; shallow depth/moderate SNR; high OOT variability; borderline odd/even agreement; P/P2 alias ambiguity; noisy folded morphology,selected positive_retained from freezes/k2_stage_f_v3_manual_review_outcomes_13.csv (manual_review_decision); matches: manual_stage_f_label=hold_deeper_eval,,,,,,,,,,
EPIC_211795325,hold_deeper_eval,positive_retained,False,True,False,False,plots/k2_batch/stage_i_discovery_pilot_batch1/stage_i_manual_review_outcomes.csv,hold_deeper_eval,,Stage I / AutoVet,True,False,,"reason: possible signal but not convincing enough; good odd/even and no strong secondary, but moderate primary SNR, high OOT variability, small secondary-like depth, alias ambiguity, and visually uncertain morphology",selected positive_retained from plots/k2_batch/stage_i_discovery_pilot_batch1/stage_i_manual_review_outcomes.csv (manual_stage_i_decision); matches: manual_stage_i_label=hold_deeper_eval,,,,,,,,,,
EPIC_211805860,uncertain_hold,keep_hold_for_recheck_with_oot_detrending_and_stage_f_period_validation,False,False,False,True,plots/k2_batch/stage_i_autovet_v1_hold_batch1/autovet_hold_validation_ledger.csv; plots/k2_batch/master_vetted_catalog/manual_review_updates/20260522_epic35/manual_vetting_decisions_cumulative_20260522_epic35.csv,needs_period_review; uncertain_hold,run_period_search_before_label_update; keep_hold_for_recheck_with_oot_detrending_and_stage_f_period_validation,Manual review,True,True,,"reason: original AutoVet evidence had missing/weak saved period support; artifact/reject features: primary_snr=4.671, num_events=8",manual_review overrides existing reconciled ledger state; CNN morphology score is not promotion authority,uncertain_hold,keep_hold_for_recheck_with_oot_detrending_and_stage_f_period_validation,"Manual review keeps this as a cautious hold despite Stage F rejection. Odd/even consistency is good with ratio about 0.957 and explicit delta about 0.044, there is no detected secondary eclipse, the duration is plausible at about 3.43 hours for P=4.14d, and the period source is saved_validation_period. However primary SNR is weak around 4.67, Stage F rejected because the primary transit depth is not significant in the cached folded light curve, and OOT variability is very high at about 1.48x transit depth. Keep as uncertain hold pending OOT detrending review and Stage F period/depth validation rather than promote.",medium,true,manual_review,2026-05-22,user_provided_manual_review,cnn_high_manual_hold,"CNN score is very high at about 0.980, but manual review keeps it on hold due to weak primary significance, Stage F rejection, and high OOT variability."
EPIC_211813858,deprioritize_after_manual_visual_review,deprioritize_after_manual_visual_review,False,False,True,False,freezes/final_candidate_master_ledger_stage_h_candidate_followup.csv; freezes/stage_g_calibrated_ranking_layer.csv; freezes/stage_g_candidate_ledger_review.csv; k2_stage_f_next10_batch2_manual_reviewed.csv; manual_reject_archive.csv; plots/k2_batch/final_candidate_master_ledger.csv; plots/k2_batch/final_candidate_master_ledger_stage_f_closed.csv,deprioritize_after_manual_visual_review; hold_or_reject_review; low_priority_negative; manual_unreviewed,deprioritize after manual visual review; deprioritize_after_manual_visual_review; hold_or_reject_review,Master ledger,True,False,0.3952477504583833,status_reason: Human visual review found folds unconvincing relative to top five. | visual_notes: Human visual review found folds unconvincing relative to top five.; visual_notes: Awaiting manual visual review outcome.,selected not_positive from plots/k2_batch/final_candidate_master_ledger.csv (current_master_ledger); matches: deprioritize,,,,,,,,,,
EPIC_211818652,hold_or_reject_review,hold_or_reject_review,False,False,False,True,freezes/stage_g_calibrated_ranking_layer.csv; freezes/stage_g_candidate_ledger_review.csv,hold_or_reject_review,hold_or_reject_review,Stage G,False,False,0.43920839335261347,,selected uncertain_non_final from freezes/stage_g_candidate_ledger_review.csv (stage_g_candidate_review); matches: no positive/not-positive rule matched,,,,,,,,,,
EPIC_211821200,hold_deeper_eval,positive_retained,False,True,False,False,freezes/k2_stage_f_v3_manual_review_outcomes_13.csv; freezes/k2_stage_f_v3_manual_reviewed_13.csv; freezes/stage_g_calibrated_ranking_layer.csv; freezes/stage_g_candidate_ledger_review.csv; k2_stage_f_v3_manual_review_outcomes.csv; k2_stage_f_v3_manual_reviewed.csv,hold_deeper_eval; hold_or_reject_review; uncertain_hold,hold_or_reject_review,Stage G,True,False,0.35557360541017513,manual_reason: not visually convincing; borderline odd/even agreement; moderate OOT variability; non-dominant alias support; folded morphology not clean enough for promotion; manual_reason: not visually convincing; borderline odd/even agreement; moderate OOT variability; non-dominant alias support; folded morphology not clean enough for promotion | visual_notes: not visually convincing; borderline odd/even agreement; moderate OOT variability; non-dominant alias support; folded morphology not clean enough for promotion,selected positive_retained from freezes/k2_stage_f_v3_manual_review_outcomes_13.csv (manual_review_decision); matches: manual_stage_f_label=hold_deeper_eval,,,,,,,,,,
EPIC_211833851,reject_manual_false_positive,reject_manual_false_positive,False,False,True,False,freezes/final_candidate_master_ledger_stage_h_candidate_followup.csv; freezes/stage_g_calibrated_ranking_layer.csv; freezes/stage_g_candidate_ledger_review.csv; plots/k2_batch/final_candidate_master_ledger.csv; plots/k2_batch/final_candidate_master_ledger_stage_f_closed.csv,hold_or_reject_review; noise_or_artifact; reject_manual_false_positive,exclude from novel planet queue after Stage F reviewed outcome; reject_manual_false_positive; hold_or_reject_review,Master ledger,False,False,0.421272179037289,"status_reason: Stage F reviewed outcome: manual false positive. Stage F reason: no EB rejection, but visual/metric confidence remains secondary queue | visual_notes: Stage F reviewed outcome: manual false positive. Stage F reason: no EB rejection, but visual/metric confidence remains secondary queue",selected not_positive from plots/k2_batch/final_candidate_master_ledger.csv (current_master_ledger); matches: final_candidate_status=reject_manual_false_positive; final_recommendation=reject_manual_false_positive; reject_manual_false_positive; false_positive,,,,,,,,,,
EPIC_211836788,reject_as_noise_or_artifact,not_positive,False,False,True,False,plots/k2_batch/stage_i_discovery_pilot_batch1/stage_i_manual_review_outcomes.csv,reject_as_noise_or_artifact,,Stage I / AutoVet,True,False,,reason: visually not convincing; noise/artifact morphology; reject after Stage I manual review,selected not_positive from plots/k2_batch/stage_i_discovery_pilot_batch1/stage_i_manual_review_outcomes.csv (manual_stage_i_decision); matches: manual_stage_i_label=reject_as_noise_or_artifact; reject_as_noise_or_artifact; noise_or_artifact,,,,,,,,,,
EPIC_211839430,uncertain_hold_variability,keep_hold_for_variability_review,False,False,True,False,plots/k2_batch/stage_i_autovet_v1_hold_batch1/autovet_hold_validation_ledger.csv; plots/k2_batch/stage_i_autovet_v1_hold_batch2/manual_stage_i_hold_batch2_review_decisions.csv,needs_period_review; uncertain_hold_variability,keep_hold_for_variability_review; keep_hold_for_variability_review; run_period_search_before_label_update,Stage I / AutoVet,True,True,,"reason: original AutoVet evidence had missing/weak saved period support; manual_reason: odd/even is acceptable, but SNR is low at 5.733 and OOT/depth is 1.155, meaning variability exceeds transit depth",selected not_positive from plots/k2_batch/stage_i_autovet_v1_hold_batch2/manual_stage_i_hold_batch2_review_decisions.csv (latest_manual_decision); matches: manual_label=uncertain_hold_variability; ledger_label=uncertain_hold_variability; ledger_status=keep_hold_for_variability_review; next_action=keep_hold_for_variability_review; uncertain_hold_variability; uncertain_hold; keep_hold_for_variability_review,,,,,,,,,,
