epic_id,current_final_label,original_manual_label,label_source,review_date,k2_campaign,confirmed_planet_status,known_eb_variable_status,noise_artifact_status,ambiguity_status,safe_for_supervised_training,validation_or_traceability_only,duplicate_conflicting_labels,possible_leakage_concerns,all_label_evidence,has_diagnostics,has_p_half_p_2p_diagnostics,has_accessible_light_curve_tensor,has_current_cnn_score,embedding_exportable,positive_evidence_tier,external_disposition,external_confirmation_status,physical_loss_eligible,training_role,hard_negative_status,correction_record,original_evidence_preserved,hard_negative_flag
EPIC_211418290,uncertain_hold,uncertain_hold,plots/k2_batch/master_vetted_catalog/manual_vetting_decisions_ledger.csv,2026-05-19,5,,,,uncertain_or_conflicting,false,true,,EPIC appears in downstream pipeline/master-ledger products; split by EPIC and exclude decision fields,plots/k2_batch/final_candidate_master_ledger.csv=uncertain_hold || plots/k2_batch/master_vetted_catalog/manual_vetting_decisions_ledger.csv=uncertain_hold,false,false,true,false,true,,,,false,,,,,
EPIC_211418729,candidate_like,confirmed_planet,K2_ephemerides.csv (NASA Exoplanet Archive ephemerides; confirmation disposition not retained in columns),,5,catalogued_ephemeris_unverified_disposition,,,none_seen,false,true,,Catalogue ephemeris may have been used in legacy segment labelling; verify provenance/disposition,K2_ephemerides.csv (NASA Exoplanet Archive ephemerides; confirmation disposition not retained in columns)=confirmed_planet,false,false,true,false,true,,,,false,,,,,
EPIC_211421801,false_positive_eb_or_variable,variable_or_possible_eb,plots/k2_batch/final_candidate_master_ledger.csv,2026-06-22,5,,yes,,none_seen,true,false,,EPIC appears in downstream pipeline/master-ledger products; split by EPIC and exclude decision fields,plots/k2_batch/final_candidate_master_ledger.csv=variable_or_possible_eb,true,false,true,false,true,,,,true,,,,,
EPIC_211423229,reject_as_noise_or_artifact,noise_or_artifact,training_labels_v3.csv,2026-05-04,5,,,yes,none_seen,false,false,,EPIC appears in downstream pipeline/master-ledger products; split by EPIC and exclude decision fields,training_labels_v3.csv=noise_or_artifact,false,false,true,true,true,,,,false,,,,,
EPIC_211424769,false_positive_eb_or_variable,binary_system,plots/k2_batch/master_vetted_catalog/manual_vetting_decisions_ledger.csv,2026-05-19,5,,yes,,none_seen,true,false,,EPIC appears in downstream pipeline/master-ledger products; split by EPIC and exclude decision fields,plots/k2_batch/final_candidate_master_ledger.csv=binary_system || plots/k2_batch/master_vetted_catalog/manual_vetting_decisions_ledger.csv=binary_system,false,false,true,false,true,,,,true,,,,,
EPIC_211425098,reject_as_noise_or_artifact,reject_manual_false_positive,plots/k2_batch/final_candidate_master_ledger.csv,2026-05-04,5,,,yes,none_seen,true,false,noise_or_artifact | reject_manual_false_positive,EPIC appears in downstream pipeline/master-ledger products; split by EPIC and exclude decision fields,plots/k2_batch/final_candidate_master_ledger.csv=reject_manual_false_positive || training_labels_v3.csv=noise_or_artifact,false,false,true,true,true,,,,true,,,,,
EPIC_211428897,reject_as_noise_or_artifact,reject_as_noise_or_artifact,plots/k2_batch/final_candidate_master_ledger.csv,2026-06-22,5,,,yes,none_seen,true,false,,EPIC appears in downstream pipeline/master-ledger products; split by EPIC and exclude decision fields,plots/k2_batch/final_candidate_master_ledger.csv=reject_as_noise_or_artifact,true,false,true,false,true,,,,true,,,,,
EPIC_211429653,reject_as_noise_or_artifact,noise_or_artifact,plots/k2_batch/master_vetted_catalog/manual_vetting_decisions_ledger.csv,2026-05-19,5,,,yes,none_seen,true,false,,EPIC appears in downstream pipeline/master-ledger products; split by EPIC and exclude decision fields,plots/k2_batch/final_candidate_master_ledger.csv=noise_or_artifact || plots/k2_batch/master_vetted_catalog/manual_vetting_decisions_ledger.csv=noise_or_artifact,false,false,true,false,true,,,,true,,,,,
EPIC_211431812,reject_as_noise_or_artifact,reject_as_noise_or_artifact,gatevetter_v0_2_deep_review_manual_decisions.csv,2026-07-31,5,,yes,yes,uncertain_or_conflicting,false,true,reject_as_noise_or_artifact | variable_or_possible_eb,EPIC appears in downstream pipeline/master-ledger products; split by EPIC and exclude decision fields; conflicting normalized labels; adjudicate before training,plots/k2_batch/final_candidate_master_ledger.csv=variable_or_possible_eb || gatevetter_v0_2_deep_review_manual_decisions.csv=reject_as_noise_or_artifact,true,true,true,false,true,,,,false,,,,,
EPIC_211432167,reject_as_noise_or_artifact,reject_as_noise_or_artifact,plots/k2_batch/final_candidate_master_ledger.csv,2026-06-23,5,,,yes,none_seen,true,false,,EPIC appears in downstream pipeline/master-ledger products; split by EPIC and exclude decision fields,plots/k2_batch/final_candidate_master_ledger.csv=reject_as_noise_or_artifact,true,false,true,false,true,,,,true,,,,,
EPIC_211432321,reject_as_noise_or_artifact,noise_or_artifact,plots/k2_batch/master_vetted_catalog/manual_vetting_decisions_ledger.csv,2026-05-19,5,,,yes,none_seen,true,false,,EPIC appears in downstream pipeline/master-ledger products; split by EPIC and exclude decision fields,plots/k2_batch/final_candidate_master_ledger.csv=noise_or_artifact || plots/k2_batch/master_vetted_catalog/manual_vetting_decisions_ledger.csv=noise_or_artifact,false,false,true,false,true,,,,true,,,,,
EPIC_211432946,reject_as_noise_or_artifact,low_priority_negative,plots/k2_batch/final_candidate_master_ledger.csv,2026-06-16,5,,,yes,none_seen,true,false,,EPIC appears in downstream pipeline/master-ledger products; split by EPIC and exclude decision fields,plots/k2_batch/final_candidate_master_ledger.csv=low_priority_negative,true,false,true,false,true,,,,true,,,,,
EPIC_211442297,candidate_like,confirmed_planet,K2_ephemerides.csv (NASA Exoplanet Archive ephemerides; confirmation disposition not retained in columns),,5,catalogued_ephemeris_unverified_disposition,,,none_seen,false,true,,Catalogue ephemeris may have been used in legacy segment labelling; verify provenance/disposition,K2_ephemerides.csv (NASA Exoplanet Archive ephemerides; confirmation disposition not retained in columns)=confirmed_planet,false,false,true,false,true,,,,false,,,,,
EPIC_211480475,false_positive_eb_or_variable,false_positive_eb_or_variable,plots/k2_batch/final_candidate_master_ledger.csv,2026-06-22,5,,yes,,none_seen,true,false,,EPIC appears in downstream pipeline/master-ledger products; split by EPIC and exclude decision fields,plots/k2_batch/final_candidate_master_ledger.csv=false_positive_eb_or_variable,true,false,true,false,true,,,,true,,,,,
EPIC_211482556,uncertain_hold,uncertain_hold,plots/k2_batch/master_vetted_catalog/manual_vetting_decisions_ledger.csv,2026-05-19,5,,,,uncertain_or_conflicting,false,true,,EPIC appears in downstream pipeline/master-ledger products; split by EPIC and exclude decision fields,plots/k2_batch/final_candidate_master_ledger.csv=uncertain_hold || plots/k2_batch/master_vetted_catalog/manual_vetting_decisions_ledger.csv=uncertain_hold,false,false,true,false,true,,,,false,,,,,
EPIC_211483149,reject_as_noise_or_artifact,low_priority_negative,plots/k2_batch/final_candidate_master_ledger.csv,2026-06-22,5,,,yes,none_seen,true,false,,EPIC appears in downstream pipeline/master-ledger products; split by EPIC and exclude decision fields,plots/k2_batch/final_candidate_master_ledger.csv=low_priority_negative,true,false,true,false,true,,,,true,,,,,
EPIC_211485234,false_positive_eb_or_variable,variable_or_possible_eb,plots/k2_batch/final_candidate_master_ledger.csv,2026-06-22,5,,yes,,none_seen,true,false,,EPIC appears in downstream pipeline/master-ledger products; split by EPIC and exclude decision fields,plots/k2_batch/final_candidate_master_ledger.csv=variable_or_possible_eb,true,false,true,false,true,,,,true,,,,,
EPIC_211485867,false_positive_eb_or_variable,false_positive_eb_or_variable,gatevetter_v0_2_deep_review_manual_decisions.csv,2026-07-31,5,,yes,,uncertain_or_conflicting,false,true,false_positive_eb_or_variable | uncertain_hold_period_ambiguous,EPIC appears in downstream pipeline/master-ledger products; split by EPIC and exclude decision fields; conflicting normalized labels; adjudicate before training,plots/k2_batch/final_candidate_master_ledger.csv=uncertain_hold_period_ambiguous || gatevetter_v0_2_deep_review_manual_decisions.csv=false_positive_eb_or_variable,true,true,true,false,true,,,,false,,,,,
EPIC_211486822,false_positive_eb_or_variable,variable_or_possible_eb,plots/k2_batch/final_candidate_master_ledger.csv,2026-06-22,5,,yes,,none_seen,true,false,,EPIC appears in downstream pipeline/master-ledger products; split by EPIC and exclude decision fields,plots/k2_batch/final_candidate_master_ledger.csv=variable_or_possible_eb,true,false,true,false,true,,,,true,,,,,
EPIC_211490307,reject_as_noise_or_artifact,reject_manual_false_positive,plots/k2_batch/final_candidate_master_ledger.csv,2026-04-30,5,,,yes,none_seen,true,false,noise_or_artifact | reject_manual_false_positive,EPIC appears in downstream pipeline/master-ledger products; split by EPIC and exclude decision fields,plots/k2_batch/final_candidate_master_ledger.csv=reject_manual_false_positive || training_labels_v3.csv=noise_or_artifact,false,false,true,true,true,,,,true,,,,,
EPIC_211490678,reject_as_noise_or_artifact,low_priority_negative,plots/k2_batch/final_candidate_master_ledger.csv,2026-06-22,5,,,yes,none_seen,true,false,,EPIC appears in downstream pipeline/master-ledger products; split by EPIC and exclude decision fields,plots/k2_batch/final_candidate_master_ledger.csv=low_priority_negative || plots/k2_batch/final_candidate_master_ledger.csv=low_priority_negative,true,false,true,false,true,,,,true,,,,,
EPIC_211490999,candidate_like,confirmed_planet,K2_ephemerides.csv (NASA Exoplanet Archive ephemerides; confirmation disposition not retained in columns),,5,catalogued_ephemeris_unverified_disposition,,,none_seen,false,true,,Catalogue ephemeris may have been used in legacy segment labelling; verify provenance/disposition,K2_ephemerides.csv (NASA Exoplanet Archive ephemerides; confirmation disposition not retained in columns)=confirmed_planet,false,false,true,false,true,,,,false,,,,,
EPIC_211491383,candidate_like,confirmed_planet,K2_ephemerides.csv (NASA Exoplanet Archive ephemerides; confirmation disposition not retained in columns),,5,catalogued_ephemeris_unverified_disposition,,,none_seen,false,true,,Catalogue ephemeris may have been used in legacy segment labelling; verify provenance/disposition,K2_ephemerides.csv (NASA Exoplanet Archive ephemerides; confirmation disposition not retained in columns)=confirmed_planet,false,false,true,false,true,,,,false,,,,,
EPIC_211492164,false_positive_eb_or_variable,false_positive_eb_or_variable,plots/k2_batch/final_candidate_master_ledger.csv,2026-06-23,5,,yes,,none_seen,true,false,,EPIC appears in downstream pipeline/master-ledger products; split by EPIC and exclude decision fields,plots/k2_batch/final_candidate_master_ledger.csv=false_positive_eb_or_variable,true,false,true,false,true,,,,true,,,,,
EPIC_211493634,reject_as_noise_or_artifact,noise_or_artifact,plots/k2_batch/master_vetted_catalog/manual_vetting_decisions_ledger.csv,2026-05-20,5,,,yes,none_seen,true,false,,EPIC appears in downstream pipeline/master-ledger products; split by EPIC and exclude decision fields,plots/k2_batch/final_candidate_master_ledger.csv=noise_or_artifact || plots/k2_batch/master_vetted_catalog/manual_vetting_decisions_ledger.csv=noise_or_artifact,false,false,true,false,true,,,,true,,,,,
EPIC_211496260,reject_as_noise_or_artifact,reject_as_noise_or_artifact,plots/k2_batch/final_candidate_master_ledger.csv,2026-06-22,5,,,yes,none_seen,true,false,,EPIC appears in downstream pipeline/master-ledger products; split by EPIC and exclude decision fields,plots/k2_batch/final_candidate_master_ledger.csv=reject_as_noise_or_artifact,true,false,true,false,true,,,,true,,,,,
EPIC_211497712,candidate_like,candidate_like,plots/k2_batch/master_vetted_catalog/manual_vetting_decisions_ledger.csv,2026-05-20,5,,,,none_seen,true,false,,EPIC appears in downstream pipeline/master-ledger products; split by EPIC and exclude decision fields,plots/k2_batch/final_candidate_master_ledger.csv=candidate_like || plots/k2_batch/master_vetted_catalog/manual_vetting_decisions_ledger.csv=candidate_like,false,false,true,false,true,positive_silver,,unconfirmed_candidate,true,candidate_positive_silver,,,true,false
EPIC_211499454,reject_as_noise_or_artifact,reject_as_noise_or_artifact,plots/k2_batch/final_candidate_master_ledger.csv,2026-06-23,5,,,yes,none_seen,true,false,,EPIC appears in downstream pipeline/master-ledger products; split by EPIC and exclude decision fields,plots/k2_batch/final_candidate_master_ledger.csv=reject_as_noise_or_artifact,true,false,true,false,true,,,,true,,,,,
EPIC_211499472,reject_as_noise_or_artifact,reject_as_noise_or_artifact,plots/k2_batch/final_candidate_master_ledger.csv,2026-06-23,5,,,yes,none_seen,true,false,,EPIC appears in downstream pipeline/master-ledger products; split by EPIC and exclude decision fields,plots/k2_batch/final_candidate_master_ledger.csv=reject_as_noise_or_artifact,true,false,true,false,true,,,,true,,,,,
EPIC_211502222,candidate_like,confirmed_planet,K2_ephemerides.csv (NASA Exoplanet Archive ephemerides; confirmation disposition not retained in columns),,,catalogued_ephemeris_unverified_disposition,,,none_seen,false,true,,Catalogue ephemeris may have been used in legacy segment labelling; verify provenance/disposition,K2_ephemerides.csv (NASA Exoplanet Archive ephemerides; confirmation disposition not retained in columns)=confirmed_planet,false,false,false,false,false,,,,false,,,,,
EPIC_211504156,false_positive_eb_or_variable,variable_or_possible_eb,plots/k2_batch/final_candidate_master_ledger.csv,2026-06-22,5,,yes,,none_seen,true,false,,EPIC appears in downstream pipeline/master-ledger products; split by EPIC and exclude decision fields,plots/k2_batch/final_candidate_master_ledger.csv=variable_or_possible_eb || plots/k2_batch/final_candidate_master_ledger.csv=variable_or_possible_eb,true,false,true,false,true,,,,true,,,,,
EPIC_211504682,reject_as_noise_or_artifact,reject_as_noise_or_artifact,plots/k2_batch/final_candidate_master_ledger.csv,2026-06-16,5,,,yes,none_seen,true,false,,EPIC appears in downstream pipeline/master-ledger products; split by EPIC and exclude decision fields,plots/k2_batch/final_candidate_master_ledger.csv=reject_as_noise_or_artifact,true,false,true,false,true,,,,true,,,,,
EPIC_211506325,reject_as_noise_or_artifact,reject_as_noise_or_artifact,plots/k2_batch/final_candidate_master_ledger.csv,2026-06-23,5,,,yes,none_seen,true,false,,EPIC appears in downstream pipeline/master-ledger products; split by EPIC and exclude decision fields,plots/k2_batch/final_candidate_master_ledger.csv=reject_as_noise_or_artifact,true,false,true,false,true,,,,true,,,,,
EPIC_211507490,false_positive_eb_or_variable,false_positive_eb_or_variable,plots/k2_batch/final_candidate_master_ledger.csv,2026-06-23,5,,yes,,none_seen,true,false,,EPIC appears in downstream pipeline/master-ledger products; split by EPIC and exclude decision fields,plots/k2_batch/final_candidate_master_ledger.csv=false_positive_eb_or_variable,true,false,true,false,true,,,,true,,,,,
EPIC_211509129,reject_as_noise_or_artifact,reject_as_noise_or_artifact,plots/k2_batch/final_candidate_master_ledger.csv,2026-06-23,5,,,yes,none_seen,true,false,,EPIC appears in downstream pipeline/master-ledger products; split by EPIC and exclude decision fields,plots/k2_batch/final_candidate_master_ledger.csv=reject_as_noise_or_artifact,true,false,true,false,true,,,,true,,,,,
EPIC_211509553,candidate_like,confirmed_planet,K2_ephemerides.csv (NASA Exoplanet Archive ephemerides; confirmation disposition not retained in columns),,5,catalogued_ephemeris_unverified_disposition,,,none_seen,false,true,,Catalogue ephemeris may have been used in legacy segment labelling; verify provenance/disposition,K2_ephemerides.csv (NASA Exoplanet Archive ephemerides; confirmation disposition not retained in columns)=confirmed_planet,false,false,true,false,true,,,,false,,,,,
EPIC_211512262,uncertain_hold,uncertain_hold,plots/k2_batch/master_vetted_catalog/manual_vetting_decisions_ledger.csv,2026-05-20,5,,,,uncertain_or_conflicting,false,true,,EPIC appears in downstream pipeline/master-ledger products; split by EPIC and exclude decision fields,plots/k2_batch/final_candidate_master_ledger.csv=uncertain_hold || plots/k2_batch/master_vetted_catalog/manual_vetting_decisions_ledger.csv=uncertain_hold,false,false,true,false,true,,,,false,,,,,
EPIC_211518347,reject_as_noise_or_artifact,low_priority_negative,plots/k2_batch/final_candidate_master_ledger.csv,2026-06-16,5,,,yes,none_seen,true,false,,EPIC appears in downstream pipeline/master-ledger products; split by EPIC and exclude decision fields,plots/k2_batch/final_candidate_master_ledger.csv=low_priority_negative,true,false,true,false,true,,,,true,,,,,
EPIC_211520800,reject_as_noise_or_artifact,deprioritize_after_manual_visual_review,plots/k2_batch/final_candidate_master_ledger.csv,2026-04-30,5,,,yes,none_seen,true,false,deprioritize_after_manual_visual_review | low_priority_negative,EPIC appears in downstream pipeline/master-ledger products; split by EPIC and exclude decision fields,plots/k2_batch/final_candidate_master_ledger.csv=deprioritize_after_manual_visual_review || training_labels_v3.csv=low_priority_negative,false,false,true,true,true,,,,true,,,,,
EPIC_211524158,false_positive_eb_or_variable,variable_or_possible_eb,plots/k2_batch/final_candidate_master_ledger.csv,2026-06-22,5,,yes,,none_seen,true,false,,EPIC appears in downstream pipeline/master-ledger products; split by EPIC and exclude decision fields,plots/k2_batch/final_candidate_master_ledger.csv=variable_or_possible_eb,true,false,true,false,true,,,,true,,,,,
EPIC_211525389,candidate_like,confirmed_planet,K2_ephemerides.csv (NASA Exoplanet Archive ephemerides; confirmation disposition not retained in columns),,5,catalogued_ephemeris_unverified_disposition,,,none_seen,false,true,,Catalogue ephemeris may have been used in legacy segment labelling; verify provenance/disposition,K2_ephemerides.csv (NASA Exoplanet Archive ephemerides; confirmation disposition not retained in columns)=confirmed_planet,false,false,true,false,true,,,,false,,,,,
EPIC_211525754,reject_as_noise_or_artifact,reject_manual_false_positive,plots/k2_batch/final_candidate_master_ledger.csv,2026-04-30,5,,,yes,none_seen,true,false,noise_or_artifact | reject_manual_false_positive,EPIC appears in downstream pipeline/master-ledger products; split by EPIC and exclude decision fields,plots/k2_batch/final_candidate_master_ledger.csv=reject_manual_false_positive || training_labels_v3.csv=noise_or_artifact,false,false,true,true,true,,,,true,,,,,
EPIC_211527790,false_positive_eb_or_variable,false_positive_eb_or_variable,plots/k2_batch/final_candidate_master_ledger.csv,2026-06-23,5,,yes,,none_seen,true,false,,EPIC appears in downstream pipeline/master-ledger products; split by EPIC and exclude decision fields,plots/k2_batch/final_candidate_master_ledger.csv=false_positive_eb_or_variable,true,false,true,false,true,,,,true,,,,,
EPIC_211529065,candidate_like,confirmed_planet,K2_ephemerides.csv (NASA Exoplanet Archive ephemerides; confirmation disposition not retained in columns),,5,catalogued_ephemeris_unverified_disposition,,,none_seen,false,true,,Catalogue ephemeris may have been used in legacy segment labelling; verify provenance/disposition,K2_ephemerides.csv (NASA Exoplanet Archive ephemerides; confirmation disposition not retained in columns)=confirmed_planet,false,false,true,false,true,,,,false,,,,,
EPIC_211529191,reject_as_noise_or_artifact,noise_or_artifact,plots/k2_batch/master_vetted_catalog/manual_vetting_decisions_ledger.csv,2026-05-20,5,,,yes,none_seen,true,false,,EPIC appears in downstream pipeline/master-ledger products; split by EPIC and exclude decision fields,plots/k2_batch/final_candidate_master_ledger.csv=noise_or_artifact || plots/k2_batch/master_vetted_catalog/manual_vetting_decisions_ledger.csv=noise_or_artifact,false,false,true,false,true,,,,true,,,,,
EPIC_211530033,reject_as_noise_or_artifact,reject_manual_false_positive,plots/k2_batch/final_candidate_master_ledger.csv,2026-05-04,5,,,yes,none_seen,true,false,noise_or_artifact | reject_manual_false_positive,EPIC appears in downstream pipeline/master-ledger products; split by EPIC and exclude decision fields,plots/k2_batch/final_candidate_master_ledger.csv=reject_manual_false_positive || training_labels_v3.csv=noise_or_artifact,false,false,true,true,true,,,,true,,,,,
EPIC_211534076,candidate_like,recovered_known_unconfirmed_candidate,plots/k2_batch/final_candidate_master_ledger.csv,,5,,,,none_seen,true,false,candidate_like | recovered_known_unconfirmed_candidate,EPIC appears in downstream pipeline/master-ledger products; split by EPIC and exclude decision fields,plots/k2_batch/final_candidate_master_ledger.csv=recovered_known_unconfirmed_candidate || training_labels_v3.csv=candidate_like,false,false,true,true,true,positive_silver,,unconfirmed_candidate,true,candidate_positive_silver,,,true,false
EPIC_211534290,reject_as_noise_or_artifact,reject_as_noise_or_artifact,plots/k2_batch/final_candidate_master_ledger.csv,2026-06-23,5,,,yes,none_seen,true,false,,EPIC appears in downstream pipeline/master-ledger products; split by EPIC and exclude decision fields,plots/k2_batch/final_candidate_master_ledger.csv=reject_as_noise_or_artifact,true,false,true,false,true,,,,true,,,,,
EPIC_211536223,reject_as_noise_or_artifact,noise_or_artifact,plots/k2_batch/master_vetted_catalog/manual_vetting_decisions_ledger.csv,2026-05-20,5,,,yes,none_seen,true,false,,EPIC appears in downstream pipeline/master-ledger products; split by EPIC and exclude decision fields,plots/k2_batch/final_candidate_master_ledger.csv=noise_or_artifact || plots/k2_batch/master_vetted_catalog/manual_vetting_decisions_ledger.csv=noise_or_artifact,false,false,true,false,true,,,,true,,,,,
EPIC_211537297,uncertain_hold,uncertain_hold,training_labels_v3.csv,2026-05-04,5,,,,uncertain_or_conflicting,false,true,,EPIC appears in downstream pipeline/master-ledger products; split by EPIC and exclude decision fields,training_labels_v3.csv=uncertain_hold,false,false,true,true,true,,,,false,,,,,
EPIC_211539054,candidate_like,confirmed_planet,K2_ephemerides.csv (NASA Exoplanet Archive ephemerides; confirmation disposition not retained in columns),,5,catalogued_ephemeris_unverified_disposition,,,none_seen,false,true,,Catalogue ephemeris may have been used in legacy segment labelling; verify provenance/disposition,K2_ephemerides.csv (NASA Exoplanet Archive ephemerides; confirmation disposition not retained in columns)=confirmed_planet,false,false,true,false,true,,,,false,,,,,
EPIC_211542908,false_positive_eb_or_variable,binary_system,plots/k2_batch/master_vetted_catalog/manual_vetting_decisions_ledger.csv,2026-05-20,5,,yes,,none_seen,true,false,,EPIC appears in downstream pipeline/master-ledger products; split by EPIC and exclude decision fields,plots/k2_batch/final_candidate_master_ledger.csv=binary_system || plots/k2_batch/master_vetted_catalog/manual_vetting_decisions_ledger.csv=binary_system,false,false,true,false,true,,,,true,,,,,
EPIC_211548229,false_positive_eb_or_variable,noise_or_variable,plots/k2_batch/final_candidate_master_ledger.csv,2026-06-22,5,,yes,,none_seen,true,false,,EPIC appears in downstream pipeline/master-ledger products; split by EPIC and exclude decision fields,plots/k2_batch/final_candidate_master_ledger.csv=noise_or_variable,true,false,true,false,true,,,,true,,,,,
EPIC_211549072,reject_as_noise_or_artifact,noise_or_artifact,plots/k2_batch/master_vetted_catalog/manual_vetting_decisions_ledger.csv,2026-05-20,5,,,yes,none_seen,true,false,,EPIC appears in downstream pipeline/master-ledger products; split by EPIC and exclude decision fields,plots/k2_batch/final_candidate_master_ledger.csv=noise_or_artifact || plots/k2_batch/master_vetted_catalog/manual_vetting_decisions_ledger.csv=noise_or_artifact,false,false,true,false,true,,,,true,,,,,
EPIC_211551640,reject_as_noise_or_artifact,reject_manual_false_positive,plots/k2_batch/final_candidate_master_ledger.csv,2026-04-30,5,,,yes,none_seen,true,false,noise_or_artifact | reject_manual_false_positive,EPIC appears in downstream pipeline/master-ledger products; split by EPIC and exclude decision fields,plots/k2_batch/final_candidate_master_ledger.csv=reject_manual_false_positive || training_labels_v3.csv=noise_or_artifact,false,false,true,true,true,,,,true,,,,,
EPIC_211554121,reject_as_noise_or_artifact,reject_manual_false_positive,plots/k2_batch/final_candidate_master_ledger.csv,2026-04-30,5,,,yes,none_seen,true,false,noise_or_artifact | reject_manual_false_positive,EPIC appears in downstream pipeline/master-ledger products; split by EPIC and exclude decision fields,plots/k2_batch/final_candidate_master_ledger.csv=reject_manual_false_positive || training_labels_v3.csv=noise_or_artifact,false,false,true,true,true,,,,true,,,,,
EPIC_211555255,reject_as_noise_or_artifact,reject_manual_false_positive,plots/k2_batch/final_candidate_master_ledger.csv,2026-04-30,5,,,yes,none_seen,true,false,noise_or_artifact | reject_manual_false_positive,EPIC appears in downstream pipeline/master-ledger products; split by EPIC and exclude decision fields,plots/k2_batch/final_candidate_master_ledger.csv=reject_manual_false_positive || training_labels_v3.csv=noise_or_artifact,false,false,true,true,true,,,,true,,,,,
EPIC_211562654,candidate_like,confirmed_planet,K2_ephemerides.csv (NASA Exoplanet Archive ephemerides; confirmation disposition not retained in columns),,5,catalogued_ephemeris_unverified_disposition,,,none_seen,false,true,,Catalogue ephemeris may have been used in legacy segment labelling; verify provenance/disposition,K2_ephemerides.csv (NASA Exoplanet Archive ephemerides; confirmation disposition not retained in columns)=confirmed_planet,false,false,true,false,true,,,,false,,,,,
EPIC_211562803,uncertain_hold,uncertain_hold,training_labels_v3.csv,2026-05-04,5,,,,uncertain_or_conflicting,false,true,,EPIC appears in downstream pipeline/master-ledger products; split by EPIC and exclude decision fields,training_labels_v3.csv=uncertain_hold,false,false,true,true,true,,,,false,,,,,
EPIC_211563488,reject_as_noise_or_artifact,reject_as_noise_or_artifact,plots/k2_batch/final_candidate_master_ledger.csv,2026-06-23,5,,,yes,none_seen,true,false,,EPIC appears in downstream pipeline/master-ledger products; split by EPIC and exclude decision fields,plots/k2_batch/final_candidate_master_ledger.csv=reject_as_noise_or_artifact,true,false,true,false,true,,,,true,,,,,
EPIC_211563576,reject_as_noise_or_artifact,reject_manual_false_positive,plots/k2_batch/final_candidate_master_ledger.csv,2026-04-30,5,,,yes,none_seen,true,false,noise_or_artifact | reject_manual_false_positive,EPIC appears in downstream pipeline/master-ledger products; split by EPIC and exclude decision fields,plots/k2_batch/final_candidate_master_ledger.csv=reject_manual_false_positive || training_labels_v3.csv=noise_or_artifact,false,false,true,true,true,,,,true,,,,,
EPIC_211566160,reject_as_noise_or_artifact,reject_as_noise_or_artifact,plots/k2_batch/final_candidate_master_ledger.csv,2026-06-23,5,,,yes,none_seen,true,false,,EPIC appears in downstream pipeline/master-ledger products; split by EPIC and exclude decision fields,plots/k2_batch/final_candidate_master_ledger.csv=reject_as_noise_or_artifact,true,false,true,false,true,,,,true,,,,,
EPIC_211569204,reject_as_noise_or_artifact,reject_manual_false_positive,plots/k2_batch/final_candidate_master_ledger.csv,2026-05-04,5,,,yes,none_seen,true,false,noise_or_artifact | reject_manual_false_positive,EPIC appears in downstream pipeline/master-ledger products; split by EPIC and exclude decision fields,plots/k2_batch/final_candidate_master_ledger.csv=reject_manual_false_positive || training_labels_v3.csv=noise_or_artifact,false,false,true,true,true,,,,true,,,,,
EPIC_211569404,reject_as_noise_or_artifact,noise_or_artifact,plots/k2_batch/master_vetted_catalog/manual_vetting_decisions_ledger.csv,2026-05-20,5,,,yes,none_seen,true,false,,EPIC appears in downstream pipeline/master-ledger products; split by EPIC and exclude decision fields,plots/k2_batch/final_candidate_master_ledger.csv=noise_or_artifact || plots/k2_batch/master_vetted_catalog/manual_vetting_decisions_ledger.csv=noise_or_artifact,false,false,true,false,true,,,,true,,,,,
EPIC_211569427,reject_as_noise_or_artifact,reject_as_noise_or_artifact,plots/k2_batch/final_candidate_master_ledger.csv,2026-06-23,5,,,yes,none_seen,true,false,,EPIC appears in downstream pipeline/master-ledger products; split by EPIC and exclude decision fields,plots/k2_batch/final_candidate_master_ledger.csv=reject_as_noise_or_artifact,true,false,true,false,true,,,,true,,,,,
EPIC_211573482,false_positive_eb_or_variable,binary_system,plots/k2_batch/master_vetted_catalog/manual_vetting_decisions_ledger.csv,2026-05-20,5,,yes,,none_seen,true,false,,EPIC appears in downstream pipeline/master-ledger products; split by EPIC and exclude decision fields,plots/k2_batch/final_candidate_master_ledger.csv=binary_system || plots/k2_batch/master_vetted_catalog/manual_vetting_decisions_ledger.csv=binary_system,false,false,true,false,true,,,,true,,,,,
EPIC_211578168,reject_as_noise_or_artifact,reject_as_noise_or_artifact,plots/k2_batch/final_candidate_master_ledger.csv,2026-06-22,5,,,yes,none_seen,true,false,,EPIC appears in downstream pipeline/master-ledger products; split by EPIC and exclude decision fields,plots/k2_batch/final_candidate_master_ledger.csv=reject_as_noise_or_artifact,true,false,true,false,true,,,,true,,,,,
EPIC_211579112,candidate_like,confirmed_planet,K2_ephemerides.csv (NASA Exoplanet Archive ephemerides; confirmation disposition not retained in columns),,5,catalogued_ephemeris_unverified_disposition,,,none_seen,false,true,,Catalogue ephemeris may have been used in legacy segment labelling; verify provenance/disposition,K2_ephemerides.csv (NASA Exoplanet Archive ephemerides; confirmation disposition not retained in columns)=confirmed_planet,false,false,true,false,true,,,,false,,,,,
